MID,message,category
18157,patanchervu near,food
18158,bus booking,travel
18159,no i don't want to eat tgat,food
18160,want to pay electricity bill,recharge
18161,is there any 5star hotel in nagaland,nearby
18162,i would like to cancel my tickets booked today,travel
18163,tickets not received,travel
18164,please reminde me study,reminders
18165,pls check flight from gaya to delhi,travel
18166,i'll quickly confirm what i need to get delivered.,food
18167,hey i think you can stop these water reminders. thanks,reminders
18168,do remind me,reminders
18169,ortopedic rns number,nearby
18170,but i drink,reminders
18171,can u tell me that do u have any coupons right now for train booking?,travel
18172,xerox shop,nearby
18173,can u tell me  the lowest fare for the flights next week from hyderabad to delhi,travel
18174,only non veg,food
18175,cancel the todays alarm,reminders
18176,abi status batayenge22452 ka{task},travel
18177,hlo yesterday thana vanthurukkanum ippo varuthu online la eruntha tha reminder varuma,reminders
18178,i also need a wake up cal today at 3.45 and at 4.00 am today,reminders
18179,"		i would like to cancel my wake up call for sun, 05 march at 09:00 am { reminder_list: 714917, user_id: 1978312, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18180,motorola mobile service centre,nearby
18181,bookmyshow offer for logan,movies
18182,want to reach argie,travel
18183,i want kuzhimanthi dish,food
18184,"which day is available,i think there is only one direct train from blore which runs on particular date",travel
18185,send forum mall location pllzzz,nearby
18186,o thank you very much for you are reminding me my task,reminders
18187,so one ticket is confirmed right???,travel
18188,i need to go for club,food
18189,judicial layout,food
18190,"let me know the ways to reach kota from vadodara, fastest way",travel
18191,sorry not find hdfc atm,nearby
18192,wake me up at 10 in the morning,reminders
18193,i wanted to know where is absolute barbeque,nearby
18194,i would like to know any nearby place where they can deliver a cake if ordered to the address??,food
18195,call? or text?,reminders
18196,dholpur se datiya ke liye train konshi h abhi ke liye,travel
18197,any offers?,travel
18198,i m not able to do the payment for this ticket,travel
18199,i want book movie winner,movies
18200,only lb nagar hyderabad,nearby
18201,venus restrurent near patia bbsr,food
18202,i need a 24*7 maid,support
18203,today latest position,travel
18204,i want to know about departure from bangalore to delhi.,travel
18205,this is receipt which i got,travel
18206,i want to search other route's flight,travel
18207,pnr  oi9l6b,travel
18208,need address for local passport office,nearby
18209,i want to remove reminder. how to do that,reminders
18210,what will be the cost for australia from trichy,travel
18211,urban health centre in nikol,nearby
18212,bus from hyderabad to adilabad,travel
18213,how much distance from my place,nearby
18214,patna to jammu date 05 march,travel
18215,everyday. every two hours.,reminders
18216,am unable to pay after the password no confirmation came just a blank page,food
18217,wake up me on 11 pm,reminders
18218,refundable flight,travel
18219,starting from 830,travel
18220,cooler service,support
18221,no cash payment means i have to deposit in ur wallet,travel
18222,uma dont have any last name... surname of syam madathil somanatha pillai,travel
18223,gamca institute kya,nearby
18224,"running status for annanya express,",travel
18225,"		i would like to cancel my wake up call for sun, 05 march at 06:30 am { reminder_list: 715123, user_id: 1984258, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18226,can set a wake up alarm for me?,reminders
18227,no cash on both atm,nearby
18228,motorcycle .....bike,nearby
18229,any offers on postpaid bill,recharge
18230,i want assist regarding my last transaction,recharge
18231,is there any offers for electricity bill payment?,recharge
18232,wake me up at 7 am,reminders
18233,ya for 5th march,reminders
18234,i want to cancel all reminder,reminders
18235,i want it from tilak nagar metro station,travel
18236,i want to know dance classes in hsr layout,nearby
18237,4429486830,travel
18238,please provide me hkv area,nearby
18239,i'm debited for failed transction,travel
18240,"ajay gautam sir ko call...	code 28	fee comittee	turbo	icm aicte	maxim dte	jansampark	sardar ji",reminders
18241,"no find pg , rooms in  triveni nagar",travel
18242,24 ko vaisno devi jane kay liye tiket book karwani thi,travel
18243,latest movies in telugu,movies
18244,telugu  flim,movies
18245,hi any unlimites pizza near bhatha,food
18246,in every hour i need notification for not to eat between 10am to 8.30pm,reminders
18247,do we have 50% cash back for train bookings?,travel
18248,can he come at 1130 tomorrow,support
18249,budget is below 1000,travel
18250,2328800562,travel
18251,hi! i need to schedule a pick up and drop service.{task},travel
18252,am looking for tv repair person,support
18253,discount is on ticket or snacks only??,movies
18254,"hi, u can stop the alarm of 8am from tomorrow.",reminders
18255,bad reviews and u suggesting skip,travel
18256,please show me trains from mxn to pnbe for sleeper (sl) on 02-03-2017.,travel
18257,cancel my flight booking,travel
18258,in and around velachery,food
18259,100964144,recharge
18260,can u please remind me this on a regular basis?,reminders
18261,plz cancel all the reminders and set new once,reminders
18262,"looking at review, i would like to give second thought",movies
18263,i had done cash payment .. so i will get cash back ??,travel
18264,where is new garia railway station ?,nearby
18265,specially sbi?,nearby
18266,italian,food
18267,please. remix me at 7.00 pm,reminders
18268,15 min wake me up,reminders
18269,why is my electricity bill still showing unpaid ?,recharge
18270,reservation from delhi to jammu,travel
18271,recharge successful?,recharge
18272,bachelor party ?,food
18273,2228264600,travel
18274,"		i would like to cancel my call sanket reminder for tue, 07 march at 09:00 am { reminder_list: 723053, user_id: 1964402, task_name: call_someone, offset: 0, api_name: exotel }",reminders
18275,"hi, i want some help with train travel {travel_train}{sts}{task}",travel
18276,can you help me find one pls,nearby
18277,give me a reminder at 2am,reminders
18278,"		i would like to cancel my reminder for everyday at 05:30 am { reminder_list: 583854, user_id: 1929471, task_name: other, offset: 0, api_name: exotel }",reminders
18279,when will it reach sgnr,travel
18280,cabs ke,travel
18281,send me that payment link,recharge
18282,this atm not working,nearby
18283,can you please give me cashback coupon for recharge,recharge
18284,govt junior arts college karimnagar,nearby
18285,send money to national silks by 5pm today,reminders
18286,i want to book bus tickets,travel
18287,dth recharge done or not,recharge
18288,i need to know rangoon movie review,reminders
18289,last time i ordered from moradabadi biryani store i can't locate that restaurant now,food
18290,can you book the cab now......??,travel
18291,oniun,food
18292,please give me only address,nearby
18293,6162118695{task},recharge
18294,i need conform tickets give me,travel
18295,i need to set a wakeup call every fridays at 8am and 8:05am and 8:10am.,reminders
18296,any offer for cabs payment would be cash,travel
18297,check for flights from pune to delhi on 10th. then check for trains from there to jamshedpur.,travel
18298,just checking the rates now,food
18299,icici bank,nearby
18300,akkola to kachiguda,travel
18301,remaind me on june 18,reminders
18302,can show me flight rate less than 4000,travel
18303,i wnt train btween jalandhar city to agra cantt on 4 march 2017,travel
18304,oh thn fr alarm also we need to,reminders
18305,gimme way to kasarsai dam,nearby
18306,can at 7.40 pm,reminders
18307,dominos,food
18308,from 14 april to 17 april,reminders
18309,may i know vodafone new 28 in offer,recharge
18310,but my payment is not done,recharge
18311,"i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 682404, user_id: 1976370, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18312,596721,travel
18313,room is shaddy i did not like it,travel
18314,tomorrow from vadodara to valsad,travel
18315,any offers/coupons on paying phone bills?,recharge
18316,nearest chemist,nearby
18317,i m hungry af!!,nearby
18318,pizza hut,food
18319,can yu help me finding some good restaurants for  a lunch date,food
18320,building no s 11 flat no 1 lic colony near shanti ashram borivali west,food
18321,yeah i received it on time. thanks and sry for late reply,support
18322,9099993267 check recharge status on this number,recharge
18323,"		i would like to cancel my wake up call for fri, 03 march at 07:15 am { reminder_list: 687474, user_id: 1952046, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18324,can u pls check what is the hold up?,travel
18325,suggest any reasonable hotel near ghatkopar mumbai,travel
18326,i am alreadt at my destination.,travel
18327,mujhe punjabi muvi ka pta krna h,movies
18328,any iffers in recharge,recharge
18329,hey today i was not able to grab a glass of water ..😑,reminders
18330,at 8'30 gym time,reminders
18331,please wake me up at 4:30 pm today evening,reminders
18332,is there any cashback offers on train tickets booking,travel
18333,check for bangkok phi phi n krabi,travel
18334,any restaurant open now ?,food
18335,can u plz suggest any playskul in vaishali jaipur,nearby
18336,do you have coupons,food
18337,cancel the booking as of now,travel
18338,hi i have not got 75 cashback on any of above rides,travel
18339,igl bill payment,recharge
18340,is my order confirmed,food
18341,no no i had already booked the service yesterday,support
18342,i am travelling from chennai to mumbai on april 28 and returning in 29,travel
18343,bus*,travel
18344,any offers on recharge nd bill payment?,recharge
18345,dish tv recharge by 11 am today,recharge
18346,on saturday but first would like to know about charges,support
18347,while u remainding me der is no beep sound appearing in ma cel,reminders
18348,3rd june,reminders
18349,"		i want to know availability and fare in ac chair car (cc) in train number 12009{product_id:12009_bct_st,api_name:trains_api}",travel
18350,tomorrow is sunday i suppose,support
18351,u have any info about nearby bank??,nearby
18352,call me remind me for drinking water every half an hour from tomorrow,reminders
18353,i need something near aundh,food
18354,want restaurants near vangri lake,food
18355,pogan,movies
18356,reminder set,reminders
18357,railway book train ticket,travel
18358,i need bsnl office address in my area,nearby
18359,"hey, can you find me the nearest petrol pump?{task}",nearby
18360,how to cancel reminders,reminders
18361,can you show me swimming pool???,nearby
18362,i want a ticket to punlur kollam,travel
18363,4/27/2017,reminders
18364,which movie is running now in cinema,movies
18365,"hey, can you set a wake up alarm for me? ⏰ {task}",reminders
18366,any offers for me on train booking,travel
18367,"vodafone dhamaka! rs354=56gb 4g/3g data (1gb har din) unlimited local/std call, vaidhta 56 din! offer sirf 15-march se pehle recharge karne par! t&c",recharge
18368,but have not recieved data,recharge
18369,my budget is 3500,travel
18370,am trying to order veg fried rice in adigas or a2b,food
18371,need home delivery,food
18372,"bhal, alibaug is my location..",food
18373,but u ve have to give a coupon to a new user,recharge
18374,yes share it plzz,food
18375,can u find poona bekary shop,food
18376,please find me some good points in delhi for fun,nearby
18377,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 618653, user_id: 1954005, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18378,aaj samastipur sia darbhanga tk ka all passenger batao,travel
18379,for logan,movies
18380,i had booked flight,travel
18381,dine in,food
18382,cross road,travel
18383,i have booked,support
18384,"hi, i want to book uberpool - 1 seat {product_id:59e13de0-823e-4856-b031-073305dd6c07, api_name:uber, product_name:uberpool - 1 seat, seat_count:1}",travel
18385,i have requested for cancellations of my ticket.,travel
18386,1 march time is 7:30 am,reminders
18387,what about kishora vidya bhavana?,nearby
18388,45 min,reminders
18389,ola micro,travel
18390,sorry i didn't want any bookings of travel,travel
18391,can u please set my wake up time by 8:30 am,reminders
18392,pump h,nearby
18393,hi! i want to recharge my phone. {task},recharge
18394,hope there is a reminder already for medicine,reminders
18395,ola cab right now a nima house,travel
18396,can u tell me if there will be vaccination ward in that hospital,nearby
18397,i need a hotel,travel
18398,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 722924, user_id: 1983451, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18399,"remind me today to buy mosquito net, sticky elements and watch repairing",reminders
18400,delhi airport to delhi sarai rohilla,nearby
18401,i want domino's pizza,food
18402,in veraval...gir somnath,food
18403,can i know how to get air ticket in delhi,travel
18404,after time  i'll  book the cab,travel
18405,i need a hotel room for unmarried couple in kolkata,travel
18406,recharge failed,recharge
18407,"		i would like to cancel my wake up call for sun, 05 march at 05:00 am { reminder_list: 715155, user_id: 1984279, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18408,but the fare is only 550,travel
18409,recharge channel,recharge
18410,any offers or discounts,recharge
18411,i'm not receiving any reminders,reminders
18412,i just want to know is there any promo code available for bill payment,recharge
18413,cancel my trip plz,travel
18414,"can u help me contact details of hotels lalit and courtyard, marriot of mumbai",travel
18415,"i would like to cancel my reminder for everyday at 04:05 am { reminder_list: 385311, user_id: 1304221, task_name: other, offset: 0, api_name: exotel }",reminders
18416,sorry i want reminder for water,reminders
18417,return date - 05 april,travel
18418,5 adults 2 kids,travel
18419,can u show me union bank atm....?,nearby
18420,want to cancel ticket,travel
18421,pls credit my cashback,recharge
18422,can i update destination,food
18423,i want to book gold class,movies
18424,director,movies
18425,i need to order biryani,food
18426,okay. can you book it for next saturday?,food
18427,tomorrow evening train booking from hospet to guntakal,travel
18428,can i schedule different medicine for different time,reminders
18429,"sure	i would like a cab",travel
18430,should get my speakers repaired,nearby
18431,find me pool or share and tell me how much will be the estimated ride,travel
18432,please manoj kumar let you drink,reminders
18433,i would like to buy a washing machine desacling powder. where can i get it in indiranagar?,nearby
18434,"		i would like to cancel my medicine reminder for everyday at 02:30 pm { reminder_list: 527928, user_id: 1733227, task_name: medicine, offset: 0, api_name: exotel }",reminders
18435,maps is not loading,nearby
18436,i am iin panvel i wanna cab,travel
18437,ticket star from?,travel
18438,maim ap to mujhe11.20 pr remind kr rhi thi,reminders
18439,sevagram express,travel
18440,arrival: 04:40 pm (08 apr),travel
18441,baghtos ky mujra kar,movies
18442,hi.   send any coupon to mobile recharge,recharge
18443,unable to use fly1000 one time also.,travel
18444,or bus,travel
18445,"date: march 3, 2017	time: 5 25 am",reminders
18446,could u pls remind me 2 wash my clothes @ 3.00pm 2day,reminders
18447,find me a ent doctor for me in vellore,nearby
18448,"		i want to know availability and fare in sleeper (sl) in train number 19224{product_id:19224_pnu_adi,api_name:trains_api}",travel
18449,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 701524, user_id: 1981266, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18450,which reminder have at 11.30?,reminders
18451,one kg red velvet cake price ?,food
18452,cancel my water reminde4,reminders
18453,8 mar @ 10am,reminders
18454,"sorry, i don't need a cab now..",travel
18455,hi when i'm using cash back offer the payment never completed,reminders
18456,will you call me?,reminders
18457,"please show me return flights from mumbai to nagpur 		onward date - 24 march	return date - 29 march",travel
18458,reminder to be ready for ashwini sirs arrival3:50,reminders
18459,i want nearest hdfc atm only,nearby
18460,"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 693529-693530-693531-693532-693533-693534-693535-693536-693537-693538-693539, user_id: 1979944, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18461,9:15am today,reminders
18462,book an ola cab,travel
18463,i want promo code or any offer,recharge
18464,looking for sony cd player repair center in mira road,nearby
18465,is it confirm or rac ?,travel
18466,what location u had sent me ?,nearby
18467,but punit from the irctc app i found out that there are seats available,travel
18468,"i would like to cancel my wake up call for wed, 01 march at 05:35 am { reminder_list: 663833, user_id: 1590410, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18469,weekend getaways from delhi for this weekend,travel
18470,liquor store,nearby
18471,what time is the train of tirupati,travel
18472,i want to know that is there any luxory type bus available in dhanbad to ramgarh,travel
18473,any offers on train booking?,travel
18474,i want schedule of train from pune to washim .. for reservation,travel
18475,vivo phone service station,nearby
18476,2 persons,food
18477,i want to know the cancellation charges,travel
18478,how much luggage weight we can carry,travel
18479,cancel my wake up call at 3:30 am,reminders
18480,alarm pls,reminders
18481,indian overseas bank,nearby
18482,please reschedule the meeting,reminders
18483,softtek bangalore it company,nearby
18484,payment will be through paytm,recharge
18485,remind me to complete my project.,reminders
18486,can you tell which is last price in april,travel
18487,from tomorrow please stop the drink water notification ankita,reminders
18488,special offers on recharge,recharge
18489,cancel my reminder alarm,reminders
18490,hyd,food
18491,give me new attend data plans for airtel,recharge
18492,5star in pune hotels name,travel
18493,sagar... i hope the cab would arrive..,travel
18494,gwalior to haridwar,travel
18495,100 below,recharge
18496,remind me tom,reminders
18497,i have alarm no thanks,reminders
18498,police station near velachery,nearby
18499,water call band karna hai,reminders
18500,can i cancel my train ticket now,travel
18501,train no 12627,travel
18502,"		i would like to cancel my wake up call for sun, 05 march at 06:41 am { reminder_list: 711460, user_id: 1982815, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18503,sir stop this reminder,reminders
18504,"can you please cancel this cab, i want to book another cab as driver has not reached yet",travel
18505,iob  bank,nearby
18506,hi i want a cleaner for one room,support
18507,i want cheaper flights please,travel
18508,status of bses bill payment of ca no 150375499?,recharge
18509,can u pls tell me which documents neesed in travel by flight in india...if i want to go to new delhi from indore,travel
18510,set reminder for 11.59am,reminders
18511,is there any offer on electricity bill payment,recharge
18512,i need 2 tickets,travel
18513,i am not getting reminder as a notification,reminders
18514,what can i get for 345rs recharge of airtel network. ?,recharge
18515,10:43 pm today,reminders
18516,hotel,travel
18517,thank you for wake up call,reminders
18518,show times,movies
18519,please set a reminder on every 20 to 25,reminders
18520,hey could u plz show me the list of train from naughaur to mumbai,travel
18521,i m in india,nearby
18522,where is taj hotel,travel
18523,any offers right now ?,recharge
18524,i want money back,recharge
18525,wake up call at 4:30 am today,reminders
18526,"		i would like to cancel my call cbi bnk 4 failed transactions reminder for fri, 03 march at 11:00 pm { reminder_list: 672211, user_id: 1949454, task_name: call_someone, offset: 0, api_name: exotel }",food
18527,i need to know the review of a movie,movies
18528,i have to purchase hp printer cartridge,nearby
18529,03-08-2017,reminders
18530,both reminder on 2nd march only,reminders
18531,movies arround me,movies
18532,okay then show me movie discount offers,movies
18533,is booking open for alia's new movie,movies
18534,direct flight,travel
18535,postpaid bill,recharge
18536,what name have u reserved d table,food
18537,have d flight rates decreased,travel
18538,train tickets booking required from gtl to knw,travel
18539,i need eletrican for my new office,support
18540,charted.bus,travel
18541,at moti mahal malcha marg,nearby
18542,6462 200 042,recharge
18543,can you set me reminder plz,reminders
18544,shopping mall near andheri east,nearby
18545,she'll petrol pump,nearby
18546,low price,travel
18547,have i used up my all 3 rides,travel
18548,hey i wnt to order,food
18549,where is the train right naw ???,travel
18550,thus this app charge any extra cost?,recharge
18551,actually i want to book ride for my friend,travel
18552,min booking amount ?,travel
18553,bangalore  to tirupathi.,travel
18554,i want it to be reminded for every 3 hours,reminders
18555,any cab deals,travel
18556,can you help me finding lenovo smartphone service center near my location,nearby
18557,so minimum i have to add 100rs. in ola money...then i have to select the option pay by ola money?,travel
18558,where can i get a birthday cake now near bandra,food
18559,plz  send me vijayawada to miryalaguda train timings  to day,travel
18560,please show me return flights from jodhpur to chennai,travel
18561,from solapur,nearby
18562,is train250 promo code working,travel
18563,any domino's is ambernath,food
18564,wake me up at 5am today,reminders
18565,telugu version i am intrested,movies
18566,call is imp,reminders
18567,yesterday i booked a flight for may 19,travel
18568,rs 100 recharge ho gaya kya,recharge
18569,i have to remove the wakeup reminders,reminders
18570,offers on train?,travel
18571,like frm 7 am to 10pm,reminders
18572,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 684671, user_id: 1977257, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18573,i have more appointment,reminders
18574,set for every day,reminders
18575,3 rd march 2017,reminders
18576,"i want to know availability and fare in ac 3 tier (3a) in train number 12673{product_id:12673_mas_cbe,api_name:trains_api}",travel
18577,don't get up me early...,reminders
18578,i'm facing problem in my hp printers,support
18579,show in rajahmundry?,travel
18580,can you please stop daily need to go to sleep task,reminders
18581,i need cake,food
18582,pzl cancel,food
18583,best flight rate with hdfc credit card for goa booking in 4th to 7 may 15 individual,travel
18584,pls remove my daily alarm,reminders
18585,how far i am from new barrackpur,nearby
18586,plz check flights to bangalore to delhi on 19th march for 4 adults 1child,travel
18587,when web check in can be done?,travel
18588,cici bank,nearby
18589,i wanna to go to mumbai right now. can u arrange any cab for me?,travel
18590,which movie is playing in payal hall,movies
18591,apollo opposite jnc,food
18592,now 9 pm giri nagar to 97 chirag delhi ravidas mandir,travel
18593,no convience fee is charged?,movies
18594,muje mumbai jana hai,travel
18595,can you help me with flight status of uk838,travel
18596,i need to check which is cheapest flight to hydrabad in next three months,travel
18597,wat's the charges,food
18598,any close by there????,nearby
18599,railway station,nearby
18600,n date of travel wud b from24 to 27 march any dates wen 10 no of tkts available,travel
18601,trainn jisme gernal ho,travel
18602,can i have shayad hospital contact no.?,nearby
18603,can u suggest some delivery options,food
18604,i think you didn't get my question. i already booked a ticket using ur services. i just wanted to inquire about the baggage allowance,travel
18605,siemens,nearby
18606,express,travel
18607,i want tatkal tickets,travel
18608,when will 16533 reach vasai road,travel
18609,now i am unable to apply promo code which i recieve,recharge
18610,12/30/1899,reminders
18611,"		i would like to cancel my medicine reminder for everyday at 08:00 pm { reminder_list: 711972, user_id: 1982797, task_name: medicine, offset: 0, api_name: exotel }",reminders
18612,class,travel
18613,"		i would like to cancel my wake up call for everyday at 08:00 am { reminder_list: 580014, user_id: 1249638, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18614,any subway near me,nearby
18615,"this is your latest tkt :	dear ms. rudrabhatla: you are confirmed on flight sg 467 dated 07-mar-17 departing at 1:05 pm from mumbai to hyderabad. your pnr is e9bivw. to choose from an expanded menu and to get discounted rates, please pre-book your meal through ""manage my booking"" at https://goo.gl/l7poya.",travel
18616,k8925j-pnr,travel
18617,mula nae azad  college in aurangabad,nearby
18618,number of guests 2,travel
18619,kota to kanpur,travel
18620,find me the cheapest flight in the month of april,travel
18621,cancelled it,food
18622,m planning for dinner only,food
18623,is there any offer for electricity bill payment,recharge
18624,i dont wanna drink water anymore,reminders
18625,meed car washing,nearby
18626,can u please wake up me at 3 tomarrow,reminders
18627,i want estimated fare,travel
18628,i need hotel details for matheran,travel
18629,can u tell me which movie is going to release on 3rd,movies
18630,hi suraj i want ur help in finding a 2 bhk flat,nearby
18631,off all remainders,reminders
18632,cab not required anymore,travel
18633,656-225-1106,recharge
18634,in mira road,nearby
18635,got booked,travel
18636,12/30/1899,travel
18637,"		i would like to cancel my wake up call for mon, 06 march at 04:30 pm { reminder_list: 724384, user_id: 1986296, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18638,how will you remind me to drink water,reminders
18639,offers of haptik for prepaid recharge?,recharge
18640,can you show me flights for 3 n 4 april from pune to delhi,travel
18641,trains or flights,travel
18642,d places in d link are a bit far from the hotel,travel
18643,itne din ho gye ek bhi offer nhi diya😖😖😖😖😬,recharge
18644,my ticket is confirmed know,travel
18645,omg how many times you need my address,food
18646,food coupons?,food
18647,any cashback on sending money to bank account or add money  (existing members) on any app,travel
18648,can i get a cab from t2 to walkeshwar,travel
18649,s....can u search me for nearby gym,nearby
18650,reminders pls,reminders
18651,xxx the xander cage,movies
18652,salon,nearby
18653,need to fix meeting with idealcures,reminders
18654,fan repair ... is their ceiling fan,support
18655,55050 train ki running status,travel
18656,"inox , vishaal de mall",nearby
18657,hey puneet i want to know...by any chance bikes are available on rent in jammu or not,nearby
18658,thank you for wake me in time,reminders
18659,closest pumps towards dahanu,nearby
18660,"		i would like to cancel my medicine reminder for everyday at 03:30 pm { reminder_list: 559047, user_id: 1670234, task_name: medicine, offset: 0, api_name: exotel }",reminders
18661,cheese burst medium,food
18662,but how can i make a paynent  online,food
18663,train from delhi to blore march 24,travel
18664,do you have their menu,food
18665,"		i would like to cancel my medicine reminder for everyday at 10:24 pm { reminder_list: 684632, user_id: 1977737, task_name: medicine, offset: 0, api_name: exotel }",reminders
18666,toys shop,nearby
18667,i told u i want 20/25 thousand for 22 to 29 march ( for 7 night ) for 2 person,travel
18668,"		i would like to cancel my wake up call for mon, 06 march at 05:00 am { reminder_list: 725098, user_id: 1985851, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18669,ahmedabad,food
18670,nhi whi trian,travel
18671,"		i would like to cancel my wake up call for thu, 02 march at 08:20 am { reminder_list: 678266, user_id: 1822166, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18672,remind me about meeting with mr bhosale at 11,reminders
18673,tq. body massage in anna nagar,nearby
18674,where is it exactly?,travel
18675,give me a call for my meeting,reminders
18676,ya but first i look at hotel in ajmer than i will confirm train tickets,travel
18677,what is the payment gateway to pay mobile bill,recharge
18678,kamasutra 3d,movies
18679,in my tour i want cruise tour and water activity etc so please suggest me,travel
18680,jammu flight,travel
18681,i need calls between 6:50am to 7:15am,reminders
18682,i mean nt tdy,reminders
18683,up to rs. 500/- 3g internet with talk time,recharge
18684,"hi, i want to go out and dine. can you recommend some good restaurants?{task}",food
18685,is there any axis bank atm,nearby
18686,i just want to know secunderabad to nizamabad,travel
18687,"		i would like to cancel my `wish 'pooja di' happy anniversary!` reminder for sun, 05 march at 07:15 am { reminder_list: 345923, user_id: 1865861, task_name: anniversary, offset: 0, api_name: exotel }",reminders
18688,please remind me 2 pm today two times,reminders
18689,also what is the cancelation policy in case of flight booking and respective charges,travel
18690,every hours i m drinking,reminders
18691,nearby any hotel for breakfast,travel
18692,can i get the bus timings to chikmangalur after 10 pm,travel
18693,i want to cancel my journey,reminders
18694,call an wake up,reminders
18695,how cash,travel
18696,allahabad to leelapurwa by road,travel
18697,its confirmed till ludhiana,travel
18698,i just want to check fair,travel
18699,hi can we prepone the booking to 8:30,travel
18700,distance from ahmedabad railway station to  airport,travel
18701,cancel the reminders,reminders
18702,any train on 7th evening,travel
18703,please stop reminder for 1 week,reminders
18704,burgerking have,food
18705,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 717511, user_id: 1984494, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18706,mogals paradise,food
18707,where can i get molten lava cake,food
18708,i don't want to cancel anything,food
18709,cam i pay my reliance postpaid bill to using haptic,recharge
18710,bank of maharashtra,nearby
18711,i want you to call my friend on 9916998181 number and wake him up,reminders
18712,let me know if there is any cashback,recharge
18713,telugu movies list,movies
18714,in ggn,food
18715,wat happen to my refund,recharge
18716,is there any offer?,recharge
18717,cancel this please,support
18718,what wi tatkal bookibg rate?,travel
18719,give me location of swarget theater,movies
18720,flat 75 cash back?,recharge
18721,no. federal bank atm,nearby
18722,the locality is not available 😑😑,food
18723,i want an hatchback cab,travel
18724,any reachrge coupon code .!?,recharge
18725,in delhi,travel
18726,shimla and manali charge,travel
18727,will i get delievery from kfc at below mention address..?,food
18728,wake me after 1 hour 2 march 2017,reminders
18729,any open food shop?,food
18730,call me 2. 30pm today to remind me to send a mail to my mom,reminders
18731,prepaid recharge,recharge
18732,no window seat available?,travel
18733,any cruise trips available from indian ports,travel
18734,hi cn u again check pnr status,travel
18735,i am not getting reminder from last 3-4 days,reminders
18736,nearby tony and guy salon,nearby
18737,today am,reminders
18738,except sundays,reminders
18739,remove all the remainders..,reminders
18740,kindly let me know if their any offer regarding mobile recharge,recharge
18741,100 pushups daily at 7 pm,reminders
18742,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 542088, user_id: 1932691, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18743,according to ola's policy...if i book a ride i get an otp which i have to tell to the driver,travel
18744,kk after march 31st what will be the plan cost??,travel
18745,i would like to find a gym,nearby
18746,"yatra online private limited : your cart ct425680 is confirmed. 1.air : 9w376 del-bom at 19:15,02 mar 2017 arriving 21:20 02 mar 2017 pnr - qimzfs, pax-mr u vinayachandran.",travel
18747,manipal inox,movies
18748,"i would like to view more reminders. { user_id: 1140979, offset: 5, api_name: exotel }",reminders
18749,tell me about english teachers around me,nearby
18750,can u check pnr status,travel
18751,help me for ticket discount,travel
18752,i want to travel,travel
18753,give me toll free num of sbi,nearby
18754,oru mexican apparatus,movies
18755,cancell all my reminders{task},reminders
18756,"can you suggest me apple official service centre in thane, mumbai",nearby
18757,99 plan is there,recharge
18758,how much fare of 17413 train vm,travel
18759,seatlayout,travel
18760,set it again,reminders
18761,mall road,nearby
18762,hypercity please play not play his way so me the hyper city route from here yes,travel
18763,"hi, i'm interested in watching raees. {movie_name:raees}{task}",movies
18764,can you cancel the reminder?,reminders
18765,is my recharge confirmed,recharge
18766,"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 697846-697847-697848-697849-697850-697851-697852-697853-697854-697855-697856-697857-697858-697859-697860-697861-697862-697863-697864, user_id: 1975264, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18767,what abt 50% cashback,recharge
18768,last booked no,travel
18769,"hey, can you find me the nearest hospital?",nearby
18770,8pm today reminded me,reminders
18771,which restaurant would give me the best anniversary cake?,food
