movie_title,director_name,color,duration,actor_1_name,language,country,title_year
Superman IV: The Quest for Peace,Sidney J. Furie,Color,134,Jim Broadbent,English,UK,1987
How She Move,Ian Iqbal Rashid,Color,94,DeRay Davis,English,Canada,2007
Running Scared,Wayne Kramer,Color,122,Paul Walker,English,Germany,2006
Bobby Jones: Stroke of Genius,Rowdy Herrington,Color,128,Aidan Quinn,English,USA,2004
Shanghai Surprise,Jim Goddard,Color,97,Victor Wong,English,UK,1986
The Illusionist,Neil Burger,Color,110,Rufus Sewell,English,USA,2006
Roar,Noel Marshall,Color,102,Tippi Hedren,English,USA,1981
Veronica Guerin,Joel Schumacher,Color,98,Brenda Fricker,English,Ireland,2003
Escobar: Paradise Lost,Andrea Di Stefano,Color,120,Josh Hutcherson,English,France,2014
Southland Tales,Richard Kelly,Color,160,Janeane Garofalo,English,France,2006
Dragon Hunters,Guillaume Ivernel,Color,80,Rob Paulsen,French,France,2008
Damnation Alley,Jack Smight,Color,91,George Peppard,English,USA,1977
The Apparition,Todd Lincoln,Color,83,Julianna Guill,English,USA,2012
My Girl,Howard Zieff,Color,102,Macaulay Culkin,English,USA,1991
Fur: An Imaginary Portrait of Diane Arbus,Steven Shainberg,Color,122,Robert Downey Jr.,English,USA,2006
The Illusionist,Neil Burger,Color,110,Rufus Sewell,English,USA,2006
Wall Street,Oliver Stone,Color,126,Hal Holbrook,English,USA,1987
Sense and Sensibility,Ang Lee,Color,136,Alan Rickman,English,USA,1995
Becoming Jane,Julian Jarrold,Color,120,Anne Hathaway,English,UK,2007
Sydney White,Joe Nussbaum,Color,108,Danny Strong,English,USA,2007
House of Sand and Fog,Vadim Perelman,Color,126,Frances Fisher,English,USA,2003
Dead Poets Society,Peter Weir,Color,128,Robin Williams,English,USA,1989
Dumb & Dumber,Peter Farrelly,Color,113,Lauren Holly,English,USA,1994
When Harry Met Sally...,Rob Reiner,Color,89,Bruno Kirby,English,USA,1989
The Verdict,Sidney Lumet,Color,129,Charlotte Rampling,English,USA,1982
Road Trip,Todd Phillips,Color,94,Ethan Suplee,English,USA,2000
Varsity Blues,Brian Robbins,Color,106,Paul Walker,English,USA,1999
The Artist,Michel Hazanavicius, Black and White,100,Bérénice Bejo,English,France,2011
The Unborn,David S. Goyer,Color,89,Gary Oldman,English,USA,2009
Moonrise Kingdom,Wes Anderson,Color,94,Bruce Willis,English,USA,2012
The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,Color,83,Matt Bomer,English,USA,2006
The Young Messiah,Cyrus Nowrasteh,Color,111,Clive Russell,English,USA,2016
The Master of Disguise,Perry Andelin Blake,Color,80,Jennifer Esposito,English,USA,2002
Pan's Labyrinth,Guillermo del Toro,Color,112,Ivana Baquero,Spanish,Spain,2006
The Messengers,,Color,60,Joel Courtney,English,USA,
See Spot Run,John Whitesell,Color,94,Leslie Bibb,English,USA,2001
Baby Boy,John Singleton, Black and White,130,Mo'Nique,English,USA,2001
The Roommate,Christian E. Christiansen,Color,91,Leighton Meester,English,USA,2011
Joe Dirt,Dennie Gordon,Color,91,Brittany Daniel,English,USA,2001
Double Impact,Sheldon Lettich,Color,110,Bolo Yeung,English,USA,1991
Hot Fuzz,Edgar Wright,Color,121,Bill Bailey,English,UK,2007
The Women,Diane English,Color,114,Jada Pinkett Smith,English,USA,2008
Vicky Cristina Barcelona,Woody Allen,Color,96,Scarlett Johansson,English,Spain,2008
Arn: The Knight Templar,Peter Flinth,Color,270,Gustaf Skarsgård,Swedish,Sweden,2007
Bad Moms,Jon Lucas,Color,100,Mila Kunis,English,USA,2016
Boys and Girls,Robert Iscove,Color,94,Alyson Hannigan,English,USA,2000
White Oleander,Peter Kosminsky,Color,109,Patrick Fugit,English,USA,2002
Jennifer's Body,Karyn Kusama,Color,107,J.K. Simmons,English,USA,2009
Drowning Mona,Nick Gomez,Color,96,Will Ferrell,English,USA,2000
Radio Days,Woody Allen,Color,88,Mike Starr,English,USA,1987
Left Behind,Vic Armstrong,Color,110,Nicolas Cage,English,USA,2014
Remember Me,Allen Coulter,Color,113,Robert Pattinson,English,USA,2010
How to Deal,Clare Kilner,Color,101,Dylan Baker,English,USA,2003
My Stepmother Is an Alien,Richard Benjamin,Color,105,Jon Lovitz,English,USA,1988
Philadelphia,Jonathan Demme,Color,125,Denzel Washington,English,USA,1993
The Thirteenth Floor,Josef Rusnak,Color,100,Gretchen Mol,English,Germany,1999
The Cookout,Lance Rivera,Color,97,Farrah Fawcett,English,USA,2004
Meteor,Ronald Neame,Color,108,Martin Landau,English,USA,1979
Duets,Bruce Paltrow,Color,112,Lochlyn Munro,English,USA,2000
Hollywood Ending,Woody Allen,Color,112,Woody Allen,English,USA,2002
Detroit Rock City,Adam Rifkin,Color,95,Natasha Lyonne,English,USA,1999
Highlander,Russell Mulcahy,Color,110,Christopher Lambert,English,UK,1986
Things We Lost in the Fire,Susanne Bier,Color,118,Alison Lohman,English,USA,2007
Steel,Kenneth Johnson,Color,97,Charles Napier,English,USA,1997
The Immigrant,James Gray,Color,120,Jeremy Renner,English,USA,2013
The White Countess,James Ivory,Color,135,Vanessa Redgrave,English,UK,2005
Trance,Danny Boyle,Color,101,Rosario Dawson,English,UK,2013
Soul Plane,Jessy Terrero,Color,92,Mo'Nique,English,USA,2004
Welcome to the Sticks,Dany Boon,Color,106,Dany Boon,French,France,2008
Good,Vicente Amorim,Color,92,Viggo Mortensen,English,UK,2008
Enter the Void,Gaspar Noé,Color,161,Paz de la Huerta,English,France,2009
Vamps,Amy Heckerling,Color,92,Taylor Negron,English,USA,2012
Hachi: A Dog's Tale,Lasse Hallström,Color,93,Cary-Hiroyuki Tagawa,English,USA,2009
Zulu,Jérôme Salle,Color,110,Orlando Bloom,English,France,2013
The Homesman,Tommy Lee Jones,Color,122,Barry Corbin,English,USA,2014
Juwanna Mann,Jesse Vaughan,Color,91,Vivica A. Fox,English,USA,2002
Lilyhammer,,Color,45,Steven Van Zandt,English,Norway,
Ararat,Atom Egoyan,Color,115,David Alpay,English,Canada,2002
Madison,William Bindley,Color,94,Bruce Dern,English,USA,2001
Slow Burn,Wayne Beach,Color,93,Mekhi Phifer,English,USA,2005
Wasabi,Gérard Krawczyk,Color,94,Carole Bouquet,French,France,2001
Slither,James Gunn,Color,95,Dustin Milligan,English,Canada,2006
Beverly Hills Cop,Martin Brest,Color,105,Judge Reinhold,English,USA,1984
Home Alone,Chris Columbus,Color,103,Macaulay Culkin,English,USA,1990
3 Men and a Baby,Leonard Nimoy,Color,102,Tom Selleck,English,USA,1987
Tootsie,Sydney Pollack,Color,116,Bill Murray,English,USA,1982
Top Gun,Tony Scott,Color,110,Tom Cruise,English,USA,1986
American Beauty,Sam Mendes,Color,122,Kevin Spacey,English,USA,1999
The King's Speech,Tom Hooper,Color,118,Colin Firth,English,UK,2010
Twins,Ivan Reitman,Color,107,Kelly Preston,English,USA,1988
Scream: The TV Series,,Color,45,Bex Taylor-Klaus,English,USA,
The Yellow Handkerchief,Udayan Prasad,Color,102,Kristen Stewart,English,USA,2008
The Color Purple,Steven Spielberg,Color,154,Oprah Winfrey,English,USA,1985
Tidal Wave,JK Youn,Color,103,Nicole Dionne,Korean,South Korea,2009
Ben-Hur,Timur Bekmambetov,Color,141,Morgan Freeman,English,USA,2016
The Imitation Game,Morten Tyldum,Color,114,Benedict Cumberbatch,English,UK,2014
Private Benjamin,Howard Zieff,Color,109,Eileen Brennan,English,USA,1980
Coal Miner's Daughter,Michael Apted,Color,124,Sissy Spacek,English,USA,1980
Diary of a Wimpy Kid,Thor Freudenthal,Color,94,Chloë Grace Moretz,English,USA,2010
Mama,Andrés Muschietti,Color,100,Javier Botet,English,Canada,2013
Halloween,John Carpenter,Color,101,Jamie Lee Curtis,English,USA,1978
National Lampoon's Vacation,Harold Ramis,Color,98,Beverly D'Angelo,English,USA,1983
Bad Grandpa,Jeff Tremaine,Color,102,Jackson Nicoll,English,USA,2013
The Queen,Stephen Frears,Color,94,Roger Allam,English,UK,2006
Beetlejuice,Tim Burton,Color,92,Catherine O'Hara,English,USA,1988
Why Did I Get Married?,Tyler Perry,Color,113,Michael Jai White,English,USA,2007
Little Women,Gillian Armstrong,Color,115,Christian Bale,English,USA,1994
The Woman in Black,James Watkins,Color,95,Daniel Radcliffe,English,UK,2012
When a Stranger Calls,Simon West,Color,87,Madeline Carroll,English,USA,2006
Big Fat Liar,Shawn Levy,Color,88,Frankie Muniz,English,USA,2002
The Deer Hunter,Michael Cimino,Color,183,Robert De Niro,English,UK,1978
Wag the Dog,Barry Levinson,Color,97,Robert De Niro,English,USA,1997
The Lizzie McGuire Movie,Jim Fall,Color,94,Clayton Snyder,English,USA,2003
Snitch,Ric Roman Waugh,Color,112,Dwayne Johnson,English,USA,2013
Krampus,Michael Dougherty,Color,98,Adam Scott,English,USA,2015
The Faculty,Robert Rodriguez,Color,104,Jordana Brewster,English,USA,1998
What's Love Got to Do with It,Brian Gibson,Color,118,Rae'Ven Kelly,English,USA,1993
Cop Land,James Mangold,Color,120,Robert De Niro,English,USA,1997
Not Another Teen Movie,Joel Gallen,Color,99,Chris Evans,English,USA,2001
End of Watch,David Ayer,Color,109,Jake Gyllenhaal,English,USA,2012
Aloha,Cameron Crowe,Color,105,Emma Stone,English,USA,2015
The Skulls,Rob Cohen,Color,106,Paul Walker,English,USA,2000
The Theory of Everything,James Marsh,Color,123,Eddie Redmayne,English,UK,2014
Malibu's Most Wanted,John Whitesell,Color,86,Greg Grunberg,English,USA,2003
Where the Heart Is,Matt Williams,Color,120,Natalie Portman,English,USA,2000
Lawrence of Arabia,David Lean,Color,227,Claude Rains,English,UK,1962
Halloween II,Rob Zombie,Color,119,Scout Taylor-Compton,English,USA,2009
Wild,Jean-Marc Vallée,Color,115,Michiel Huisman,English,USA,2014
The Last House on the Left,Dennis Iliadis,Color,114,Tony Goldwyn,English,USA,2009
The Wedding Date,Clare Kilner,Color,90,Jack Davenport,English,USA,2005
Halloween: Resurrection,Rick Rosenthal,Color,94,Jamie Lee Curtis,English,USA,2002
Clash of the Titans,Louis Leterrier,Color,106,Liam Neeson,English,USA,2010
The Princess Bride,Rob Reiner,Color,98,Robin Wright,English,USA,1987
The Great Debaters,Denzel Washington,Color,126,Denzel Washington,English,USA,2007
Drive,Nicolas Winding Refn,Color,100,Ryan Gosling,English,USA,2011
Confessions of a Teenage Drama Queen,Sara Sugarman,Color,89,Adam Garcia,English,Germany,2004
The Object of My Affection,Nicholas Hytner,Color,111,Liam Aiken,English,USA,1998
28 Weeks Later,Juan Carlos Fresnadillo,Color,100,Jeremy Renner,English,UK,2007
When the Game Stands Tall,Thomas Carter,Color,115,Jessie T. Usher,English,USA,2014
Because of Winn-Dixie,Wayne Wang,Color,106,Cicely Tyson,English,USA,2005
Love & Basketball,Gina Prince-Bythewood,Color,124,Alfre Woodard,English,USA,2000
Grosse Pointe Blank,George Armitage,Color,107,Minnie Driver,English,USA,1997
All About Steve,Phil Traill,Color,99,Bradley Cooper,English,USA,2009
Book of Shadows: Blair Witch 2,Joe Berlinger,Color,90,Kim Director,English,USA,2000
The Craft,Andrew Fleming,Color,101,Christine Taylor,English,USA,1996
Match Point,Woody Allen,Color,119,Scarlett Johansson,English,UK,2005
Ramona and Beezus,Elizabeth Allen Rosenbaum,Color,103,Sierra McCormick,English,USA,2010
The Remains of the Day,James Ivory,Color,134,Anthony Hopkins,English,UK,1993
Boogie Nights,Paul Thomas Anderson,Color,155,Don Cheadle,English,USA,1997
Nowhere to Run,Robert Harmon,Color,94,Kieran Culkin,English,USA,1993
Flicka,Michael Mayer,Color,95,Alison Lohman,English,USA,2006
The Hills Have Eyes II,Martin Weisz,Color,89,Jeff Kober,English,USA,2007
Urban Legends: Final Cut,John Ottman,Color,97,Loretta Devine,English,USA,2000
Tuck Everlasting,Jay Russell,Color,90,William Hurt,English,USA,2002
The Marine,John Bonito,Color,92,Kelly Carlson,English,USA,2006
Keanu,Peter Atencio,Color,100,Nia Long,English,USA,2016
Country Strong,Shana Feste,Color,117,Leighton Meester,English,Official site,2010
Disturbing Behavior,David Nutter,Color,84,Bruce Greenwood,English,Australia,1998
The Place Beyond the Pines,Derek Cianfrance,Color,140,Ryan Gosling,English,USA,2012
The November Man,Roger Donaldson,Color,108,Luke Bracey,English,USA,2014
Eye of the Beholder,Stephan Elliott,Color,109,Jason Priestley,English,Canada,1999
The Hurt Locker,Kathryn Bigelow,Color,131,Jeremy Renner,English,USA,2008
Firestarter,Mark L. Lester,Color,114,Heather Locklear,English,USA,1984
Killing Them Softly,Andrew Dominik,Color,97,Brad Pitt,English,USA,2012
A Most Wanted Man,Anton Corbijn,Color,122,Philip Seymour Hoffman,English,UK,2014
Freddy Got Fingered,Tom Green,Color,87,Rip Torn,English,USA,2001
The Pirates Who Don't Do Anything: A VeggieTales Movie,Mike Nawrocki,Color,85,Yuri Lowenthal,English,USA,2008
U2 3D,Catherine Owens,Color,85,Bono,English,USA,2007
Highlander: Endgame,Douglas Aarniokoski,Color,101,Christopher Lambert,English,USA,2000
Idlewild,Bryan Barber,Color,121,Cicely Tyson,English,USA,2006
One Day,Lone Scherfig,Color,107,Anne Hathaway,English,USA,2011
Whip It,Drew Barrymore,Color,111,Daniel Stern,English,USA,2009
Knockaround Guys,Brian Koppelman,Color,92,Vin Diesel,English,USA,2001
Confidence,James Foley,Color,97,Louis Lombardi,English,USA,2003
The Muse,Albert Brooks,Color,97,Jeff Bridges,English,USA,1999
De-Lovely,Irwin Winkler, Black and White,125,Kevin McNally,English,USA,2004
New York Stories,Woody Allen,Color,124,Woody Allen,English,USA,1989
Barney's Great Adventure,Steve Gomer,Color,76,Trevor Morgan,English,Canada,1998
The Man with the Iron Fists,RZA,Color,107,Rick Yune,English,USA,2012
Home Fries,Dean Parisot,Color,91,Catherine O'Hara,English,USA,1998
Here on Earth,Mark Piznarski,Color,96,Bruce Greenwood,English,USA,2000
Brazil,Terry Gilliam,Color,142,Robert De Niro,English,UK,1985
Raise Your Voice,Sean McNamara,Color,103,Oliver James,English,USA,2004
The Dead Zone,,Color,60,David Ogden Stiers,English,Canada,
The Big Lebowski,Joel Coen,Color,117,Philip Seymour Hoffman,English,USA,1998
Black Snake Moan,Craig Brewer, Black and White,116,Justin Timberlake,English,USA,2006
Dark Blue,Ron Shelton,Color,118,Khandi Alexander,English,USA,2002
A Mighty Heart,Michael Winterbottom,Color,108,Angelina Jolie Pitt,English,USA,2007
Whatever It Takes,David Raynr,Color,94,James Franco,English,USA,2000
Boat Trip,Mort Nathan,Color,97,Vivica A. Fox,English,USA,2002
The Importance of Being Earnest,Oliver Parker,Color,97,Colin Firth,English,UK,2002
The Love Letter,Dan Curtis,Color,99,Jennifer Jason Leigh,English,USA,1998
Hoot,Wil Shriner,Color,91,Logan Lerman,English,USA,2006
In Bruges,Martin McDonagh,Color,107,Elizabeth Berrington,English,UK,2008
Peeples,Tina Gordon Chism,Color,95,Tyler James Williams,English,USA,2013
The Rocker,Peter Cattaneo,Color,102,Emma Stone,English,USA,2008
Post Grad,Vicky Jenson,Color,88,J.K. Simmons,English,USA,2009
Promised Land,Gus Van Sant,Color,106,Matt Damon,English,USA,2012
Whatever Works,Woody Allen,Color,92,Larry David,English,USA,2009
The In Crowd,Mary Lambert, Black and White,105,Matthew Settle,English,USA,2000
Three Burials,Tommy Lee Jones,Color,107,Levon Helm,English,France,2005
Jakob the Liar,Peter Kassovitz,Color,120,Robin Williams,English,France,1999
Kiss Kiss Bang Bang,Shane Black,Color,103,Robert Downey Jr.,English,USA,2005
Idle Hands,Rodman Flender,Color,92,Vivica A. Fox,English,USA,1999
Mulholland Drive,David Lynch,Color,147,Naomi Watts,English,France,2001
Blood and Chocolate,Katja von Garnier,Color,98,Olivier Martinez,English,USA,2007
You Will Meet a Tall Dark Stranger,Woody Allen,Color,98,Anthony Hopkins,English,USA,2010
Never Let Me Go,Mark Romanek,Color,103,Andrew Garfield,English,UK,2010
The Company,,Color,286,Anna Silk,English,USA,
Transsiberian,Brad Anderson,Color,111,Thomas Kretschmann,English,Spain,2008
The Clan of the Cave Bear,Michael Chapman,Color,98,Curtis Armstrong,English,USA,1986
Crazy in Alabama,Antonio Banderas,Color,111,Meat Loaf,English,USA,1999
Funny Games,Michael Haneke,Color,111,Naomi Watts,English,USA,2007
Listening,Khalil Sullins,Color,100,Thomas Stroppel,English,Cambodia,2014
Felicia's Journey,Atom Egoyan,Color,116,Bob Hoskins,English,Canada,1999
Metropolis,Fritz Lang, Black and White,145,Brigitte Helm,German,Germany,1927
District B13,Pierre Morel,Color,84,David Belle,French,France,2004
Things to Do in Denver When You're Dead,Gary Fleder,Color,115,Steve Buscemi,English,USA,1995
The Assassin,Hsiao-Hsien Hou,Color,105,Qi Shu,Mandarin,Taiwan,2015
Buffalo Soldiers,Gregor Jordan,Color,98,Dean Stockwell,English,UK,2001
The Return,Andrey Zvyagintsev,Color,99,Konstantin Lavronenko,Russian,Russia,2003
Ong-bak 2,Tony Jaa,Color,110,Nirut Sirichanya,Thai,Thailand,2008
Centurion,Neil Marshall,Color,97,Michael Fassbender,English,UK,2010
Silent Trigger,Russell Mulcahy,Color,88,Christopher Heyerdahl,English,Canada,1996
The Midnight Meat Train,Ryûhei Kitamura,Color,103,Bradley Cooper,English,USA,2008
Winnie Mandela,Darrell Roodt,Color,104,Jennifer Hudson,English,South Africa,2011
The Son of No One,Dito Montiel,Color,90,Channing Tatum,English,USA,2011
All the Queen's Men,Stefan Ruzowitzky,Color,105,Eddie Izzard,English,Germany,2001
The Good Night,Jake Paltrow,Color,93,Stephen Graham,English,USA,2007
Bathory: Countess of Blood,Juraj Jakubisko,Color,141,Anna Friel,English,Slovakia,2008
Khumba,Anthony Silverston,Color,85,Liam Neeson,English,South Africa,2013
Automata,Gabe Ibáñez,Color,109,Birgitte Hjort Sørensen,English,Bulgaria,2014
Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively,Color,105,Bruce Payne,English,Germany,2005
Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti,Color,98,Maximilian Dirr,Spanish,Italy,2015
Shinjuku Incident,Tung-Shing Yee,,119,Bingbing Fan,Mandarin,Hong Kong,2009
Pandaemonium,Julien Temple,Color,124,Samantha Morton,English,UK,2000
Groundhog Day,Harold Ramis,Color,101,Bill Murray,English,USA,1993
Magic Mike XXL,Gregory Jacobs,Color,115,Matt Bomer,English,USA,2015
Romeo + Juliet,Baz Luhrmann,Color,120,Leonardo DiCaprio,English,USA,1996
Sarah's Key,Gilles Paquet-Brenner,Color,111,Kristin Scott Thomas,French,France,2010
Freedom,Peter Cousens,Color,94,Sharon Leal,English,USA,2014
Unforgiven,Clint Eastwood,Color,131,Clint Eastwood,English,USA,1992
Manderlay,Lars von Trier,Color,139,Bryce Dallas Howard,English,Denmark,2005
Slumdog Millionaire,Danny Boyle,Color,120,Anil Kapoor,English,UK,2008
Fatal Attraction,Adrian Lyne,Color,119,Fred Gwynne,English,USA,1987
Pretty Woman,Garry Marshall,Color,125,Julia Roberts,English,USA,1990
Towering Inferno,John Blanchard,Color,65,Martin Short,English,Canada,
Crocodile Dundee II,John Cornell,Color,108,Paul Hogan,English,Australia,1988
Broken Horses,Vidhu Vinod Chopra,Color,101,María Valverde,English,USA,2015
Born on the Fourth of July,Oliver Stone,Color,145,Tom Cruise,English,USA,1989
Cool Runnings,Jon Turteltaub, Black and White,98,Doug E. Doug,English,USA,1993
My Bloody Valentine,Patrick Lussier,Color,101,Jensen Ackles,English,USA,2009
The Possession,Ole Bornedal,Color,92,Kyra Sedgwick,English,USA,2012
First Blood,Ted Kotcheff,Color,93,Sylvester Stallone,English,USA,1982
Stomp the Yard,Sylvain White,Color,109,Chris Brown,English,USA,2007
The Spy Who Loved Me,Lewis Gilbert,Color,123,Caroline Munro,English,UK,1977
Ghost Hunters,,Color,60,Amy Bruni,English,USA,
Urban Legend,Jamie Blanks,Color,99,Alicia Witt,English,USA,1998
Dangerous Liaisons,Stephen Frears,Color,119,Keanu Reeves,English,USA,1988
Good Deeds,Tyler Perry,Color,110,Eddie Cibrian,English,USA,2012
White Fang,Randal Kleiser,Color,107,Seymour Cassel,English,USA,1991
Superstar,Bruce McCulloch,Color,81,Will Ferrell,English,USA,1999
The Iron Lady,Phyllida Lloyd,Color,105,Meryl Streep,English,UK,2011
Jonah: A VeggieTales Movie,Mike Nawrocki,Color,82,Phil Vischer,English,USA,2002
Poetic Justice,John Singleton,Color,109,Janet Jackson,English,USA,1993
All About the Benjamins,Kevin Bray,Color,95,Mike Epps,English,USA,2002
Vampire in Brooklyn,Wes Craven,Color,100,John Witherspoon,English,USA,1995
Exorcist II: The Heretic,John Boorman,Color,118,Linda Blair,English,USA,1977
An American Haunting,Courtney Solomon,Color,91,Sissy Spacek,English,UK,2005
My Boss's Daughter,David Zucker,Color,90,Carmen Electra,English,USA,2003
A Perfect Getaway,David Twohy,Color,108,Chris Hemsworth,English,USA,2009
Our Family Wedding,Rick Famuyiwa,Color,103,America Ferrera,English,USA,2010
Dead Man on Campus,Alan Cohn,Color,96,Alyson Hannigan,English,USA,1998
Tea with Mussolini,Franco Zeffirelli,Color,117,Lily Tomlin,English,Italy,1999
Thinner,Tom Holland,Color,93,Joe Mantegna,English,USA,1996
Crooklyn,Spike Lee,Color,115,Alfre Woodard,English,USA,1994
I Think I Love My Wife,Chris Rock,Color,94,Steve Buscemi,English,USA,2007
Jason X,James Isaac,Color,85,Peter Mensah,English,USA,2001
Big Fat Liar,Shawn Levy,Color,88,Frankie Muniz,English,USA,2002
Bobby,Emilio Estevez,Color,112,Anthony Hopkins,English,USA,2006
Head Over Heels,Mark Waters,Color,86,Monica Potter,English,USA,2001
Fun Size,Josh Schwartz,Color,86,Thomas McDonell,English,USA,2012
The Diving Bell and the Butterfly,Julian Schnabel,Color,112,Emmanuelle Seigner,French,France,2007
Little Children,Todd Field,Color,137,Kate Winslet,English,USA,2006
Gossip,Davis Guggenheim,Color,90,Norman Reedus,English,USA,2000
A Walk on the Moon,Tony Goldwyn,Color,107,Viggo Mortensen,English,USA,1999
Catch a Fire,Phillip Noyce,Color,98,Derek Luke,English,France,2006
Soul Survivors,Stephen Carpenter,Color,84,Melissa Sagemiller,English,USA,2001
Jefferson in Paris,James Ivory,Color,139,Seth Gilliam,English,France,1995
Easy Virtue,Stephan Elliott,Color,97,Colin Firth,English,UK,2008
Caravans,James Fargo,Color,127,Christopher Lee,English,Iran,1978
Mr. Turner,Mike Leigh,Color,150,Lesley Manville,English,UK,2014
Wild Grass,Alain Resnais,Color,104,Mathieu Amalric,French,France,2009
Amen.,Costa-Gavras,Color,132,Sebastian Koch,English,France,2002
Reign of Assassins,Chao-Bin Su,Color,117,Woo-sung Jung,Mandarin,China,2010
The Lucky Ones,Neil Burger,Color,115,John Heard,English,USA,2008
Margaret,Kenneth Lonergan,Color,186,Matt Damon,English,USA,2011
Stan Helsing,Bo Zenga,Color,90,Steve Howey,English,Canada,2009
Flipped,Rob Reiner,Color,90,Madeline Carroll,English,USA,2010
Brokeback Mountain,Ang Lee,Color,134,Jake Gyllenhaal,English,USA,2005
Teenage Mutant Ninja Turtles,Jonathan Liebesman,Color,101,Noel Fisher,English,USA,2014
Clueless,Amy Heckerling,Color,97,Donald Faison,English,USA,1995
Far from Heaven,Todd Haynes,Color,107,Dennis Quaid,English,USA,2002
Hot Tub Time Machine 2,Steve Pink,Color,99,Adam Scott,English,USA,2015
Dekalog,,Color,55,Krystyna Janda,Polish,Poland,
Quills,Philip Kaufman,Color,124,Kate Winslet,English,UK,2000
Seven Psychopaths,Martin McDonagh,Color,110,Abbie Cornish,English,UK,2012
The Caveman's Valentine,Kasi Lemmons,Color,105,Colm Feore,English,USA,2001
The Border,,Color,41,Jacek Koman,Polish,Poland,
Downfall,Oliver Hirschbiegel,Color,178,Thomas Kretschmann,German,Germany,2004
The Sea Inside,Alejandro Amenábar,Color,125,Belén Rueda,Spanish,Spain,2004
Under the Skin,Jonathan Glazer,Color,108,Scarlett Johansson,English,UK,2013
The Last Godfather,Hyung-rae Shim,Color,100,Jason Mewes,English,South Korea,2010
Justin Bieber: Never Say Never,Jon M. Chu,Color,115,Usher Raymond,English,USA,2011
Black Swan,Darren Aronofsky,Color,108,Natalie Portman,English,USA,2010
RoboCop,José Padilha,Color,117,Gary Oldman,English,USA,2014
The Godfather: Part II,Francis Ford Coppola,Color,220,Robert De Niro,English,USA,1974
Save the Last Dance,Thomas Carter,Color,112,Sean Patrick Thomas,English,USA,2001
A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,Color,99,Tuesday Knight,English,USA,1988
Miracles from Heaven,Patricia Riggen,Color,109,Jennifer Garner,English,USA,2016
Young Guns,Christopher Cain,Color,107,Jack Palance,English,USA,1988
St. Vincent,Theodore Melfi,Color,102,Bill Murray,English,USA,2014
About Last Night,Steve Pink,Color,100,Joe Lo Truglio,English,USA,2014
10 Things I Hate About You,Gil Junger,Color,97,Joseph Gordon-Levitt,English,USA,1999
The New Guy,Ed Decter,Color,92,Zooey Deschanel,English,USA,2002
Loaded Weapon 1,Gene Quintano,Color,84,Jon Lovitz,English,USA,1993
The Shallows,Jaume Collet-Serra,Color,86,Óscar Jaenada,English,USA,2016
The Butterfly Effect,Eric Bress,Color,120,Logan Lerman,English,USA,2004
Snow Day,Chris Koch,Color,89,Chris Elliott,English,USA,2000
This Christmas,Preston A. Whitmore II,Color,117,Mekhi Phifer,English,USA,2007
Baby Geniuses,Bob Clark,Color,97,Kathleen Turner,English,USA,1999
The Big Hit,Kirk Wong,Color,91,Bokeem Woodbine,English,USA,1998
Harriet the Spy,Bronwen Hughes,Color,100,Gregory Smith,English,USA,1996
Child's Play 2,John Lafia,Color,72,Jenny Agutter,English,USA,1990
No Good Deed,Sam Miller,Color,84,Leslie Bibb,English,USA,2014
The Mist,Frank Darabont,Color,126,Toby Jones,English,USA,2007
Ex Machina,Alex Garland, Black and White,108,Elina Alminas,English,UK,2015
Being John Malkovich,Spike Jonze,Color,112,Willie Garson,English,USA,1999
Two Can Play That Game,Mark Brown,Color,90,Mo'Nique,English,USA,2001
Earth to Echo,Dave Green,Color,91,Teo Halm,English,USA,2014
Crazy/Beautiful,John Stockwell,Color,135,Kirsten Dunst,English,USA,2001
Letters from Iwo Jima,Clint Eastwood,Color,141,Yuki Matsuzaki,Japanese,USA,2006
The Astronaut Farmer,Michael Polish,Color,104,J.K. Simmons,English,USA,2006
Woo,Daisy von Scherler Mayer,Color,84,LL Cool J,English,USA,1998
Room,Lenny Abrahamson,Color,118,Joan Allen,English,Ireland,2015
Dirty Work,Bob Saget,Color,82,Don Rickles,English,Canada,1998
Serial Mom,John Waters,Color,95,Kathleen Turner,English,USA,1994
Dick,Andrew Fleming,Color,94,Ryan Reynolds,English,France,1999
Del 1 - Män som hatar kvinnor,Niels Arden Oplev,Color,88,Michael Nyqvist,Swedish,Sweden,
Light It Up,Craig Bolotin,Color,99,Rosario Dawson,English,USA,1999
54,Mark Christopher,Color,121,Salma Hayek,English,USA,1998
Bubble Boy,Blair Hayes,Color,84,Jake Gyllenhaal,English,USA,2001
Birthday Girl,Jez Butterworth,Color,93,Mark Gatiss,English,UK,2001
21 & Over,Jon Lucas,Color,93,Justin Chon,English,USA,2013
Resurrecting the Champ,Rod Lurie,Color,112,Harry Lennix,English,USA,2007
Admission,Paul Weitz,Color,107,Tina Fey,English,USA,2013
The Widow of Saint-Pierre,Patrice Leconte,Color,112,Emir Kusturica,French,France,2000
Chloe,Atom Egoyan,Color,96,Liam Neeson,English,USA,2009
Faithful,Paul Mazursky,Color,91,Chazz Palminteri,English,USA,1996
Brothers,Jim Sheridan,Color,105,Natalie Portman,English,USA,2009
