Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
639,30,3,67.0,8777,1,1,3,3,0,4,0,7,1,2,0,2,5,7,1910,1950,1,1,8,14,3,0.0,3,4,1,1,4,4,6,0,6,0,796,796,1,2,1,0,796,0,0,796,0,0,1,0,2,1,3,4,6,0,3,6,0.0,1,0,0,3,3,1,328,0,164,0,0,0,3,2,1,0,5,2008,8,4,85000
640,120,3,53.0,3982,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2006,2006,3,1,12,13,3,0.0,2,4,2,2,1,0,2,1154,6,0,366,1520,1,0,1,5,1567,0,0,1567,1,0,2,0,1,1,0,7,6,1,2,1,2006.0,0,3,648,5,5,2,312,0,0,0,0,0,3,4,1,0,10,2006,6,5,264561
641,120,3,62.0,12677,1,1,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,1,8,8,1,472.0,0,4,2,0,4,1,2,1218,6,0,300,1518,1,0,1,5,1518,0,0,1518,0,0,1,1,1,1,0,6,6,1,2,1,2003.0,2,2,588,5,5,2,185,140,0,0,0,0,3,4,1,0,4,2008,8,4,274000
642,60,1,0.0,7050,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,1,12,13,3,0.0,2,4,2,2,4,4,2,738,6,0,319,1057,1,0,1,5,1057,872,0,1929,1,0,2,1,3,1,2,7,6,1,5,1,2001.0,0,2,650,5,5,2,0,235,0,0,0,0,3,4,1,0,5,2007,8,4,226000
643,80,3,75.0,13860,1,1,3,3,0,4,0,12,2,2,0,7,8,7,1972,1995,1,1,9,14,3,0.0,2,4,1,2,4,1,2,1410,6,0,542,1952,1,2,1,5,2000,704,0,2704,1,0,2,1,4,1,0,9,6,3,5,1,1972.0,0,2,538,5,5,2,269,111,0,0,0,0,3,2,1,0,7,2009,8,4,345000
644,60,3,80.0,10793,1,1,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,1,14,6,1,263.0,3,4,1,4,4,4,5,493,1,287,0,780,1,0,1,5,780,840,0,1620,0,0,2,1,4,1,3,7,2,0,3,1,1969.0,0,2,462,5,5,2,208,0,0,0,0,0,3,1,1,0,4,2007,8,4,152000
645,20,1,85.0,9187,1,1,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,1,5,5,4,162.0,0,4,2,0,4,2,2,1121,6,0,645,1766,1,0,1,5,1766,0,0,1766,1,0,2,1,2,1,0,7,6,1,2,1,2009.0,0,3,478,5,5,2,195,130,0,0,0,0,3,4,1,0,10,2009,6,5,370878
646,20,3,0.0,10530,1,1,0,3,0,0,0,12,2,2,0,2,6,5,1971,1971,3,1,9,10,3,0.0,3,4,1,4,4,4,0,282,3,35,664,981,1,4,1,5,981,0,0,981,1,0,1,1,3,1,3,5,6,0,3,5,1979.0,3,2,576,5,5,2,0,312,40,0,0,0,3,4,1,0,3,2007,8,4,143250
647,20,3,60.0,7200,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1950,1950,3,1,8,8,3,0.0,3,4,1,3,2,3,4,0,4,0,0,0,1,2,1,5,1048,0,0,1048,0,0,1,0,3,1,3,7,2,0,3,5,1950.0,3,2,420,5,5,2,0,27,0,0,0,0,3,4,1,0,7,2008,8,4,98300
648,20,3,85.0,10452,1,1,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,1,13,14,4,216.0,3,4,1,4,4,2,5,500,6,0,594,1094,1,0,1,5,1094,0,0,1094,0,0,1,0,3,1,3,5,6,2,2,1,1953.0,2,2,495,5,5,2,0,0,0,0,287,0,3,4,1,0,6,2008,8,4,155000
649,60,3,70.0,7700,1,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,8,8,1,351.0,3,4,1,4,4,4,6,0,6,0,756,756,1,4,1,5,1051,788,0,1839,0,0,1,1,4,1,3,7,6,1,5,1,1966.0,3,2,442,5,5,2,0,124,216,0,0,0,3,4,1,0,6,2010,8,4,155000
650,180,4,21.0,1936,1,1,3,3,0,4,0,10,2,2,3,6,4,6,1970,1970,1,1,5,5,3,0.0,3,4,1,2,4,0,1,131,2,499,0,630,1,2,1,5,630,0,0,630,1,0,1,0,1,1,3,3,6,0,3,6,0.0,1,0,0,3,3,2,0,0,0,0,0,0,3,2,1,0,12,2007,8,4,84500
651,60,1,65.0,8125,1,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,5,5,2,0.0,2,4,2,2,4,4,6,0,6,0,813,813,1,0,1,5,822,843,0,1665,0,0,2,1,3,1,2,7,6,0,3,1,2007.0,2,2,562,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2008,8,4,205950
652,70,3,60.0,9084,1,1,3,3,0,4,0,7,0,2,0,5,4,5,1940,1950,1,1,8,8,3,0.0,3,4,1,4,4,2,6,0,6,0,755,755,1,4,1,5,755,755,0,1510,1,0,1,0,4,1,3,7,6,1,2,5,1940.0,3,1,296,1,4,1,120,0,0,0,0,0,3,2,1,0,10,2009,8,4,108000
653,60,3,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,1,12,13,3,0.0,2,4,2,2,4,4,6,0,6,0,880,880,1,0,1,5,909,807,0,1716,0,0,2,1,2,1,2,7,6,1,5,1,1996.0,2,2,512,5,5,2,0,120,0,0,0,0,3,4,1,0,7,2009,8,4,191000
654,50,4,60.0,10320,1,0,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,1,8,8,3,0.0,3,4,1,4,4,4,6,0,6,0,756,756,1,0,1,5,756,713,0,1469,0,0,1,0,3,1,3,7,6,0,3,5,1906.0,3,1,216,5,5,2,57,0,239,0,0,0,3,2,1,0,6,2008,8,4,135000
655,20,3,91.0,10437,1,1,0,3,0,4,0,15,2,2,0,2,8,6,1995,1995,3,1,8,8,1,660.0,2,2,2,2,4,1,2,1696,6,0,413,2109,1,0,1,5,2113,0,0,2113,1,0,2,1,2,1,2,7,6,1,5,1,1995.0,0,3,839,5,5,2,236,46,0,0,0,0,3,4,1,0,8,2008,8,4,350000
656,160,4,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,7,1,381.0,3,4,1,4,4,4,6,0,6,0,525,525,1,4,1,5,525,567,0,1092,0,0,1,1,3,1,3,6,6,0,3,5,1971.0,3,1,264,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2010,8,3,88000
657,20,3,72.0,10007,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,54.0,2,4,1,4,4,4,0,806,6,0,247,1053,1,0,1,5,1053,0,0,1053,1,0,1,1,3,1,2,5,6,0,3,1,1959.0,2,1,312,5,5,2,0,0,0,0,0,0,3,2,1,0,8,2008,8,4,145500
658,70,3,60.0,7200,1,1,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,1,11,15,3,0.0,3,1,0,2,4,4,6,0,6,0,776,776,1,4,1,5,851,651,0,1502,0,0,1,1,3,1,3,6,6,1,2,1,1931.0,2,1,270,5,5,1,0,0,112,0,0,0,3,2,1,0,2,2008,8,4,149000
659,50,3,78.0,17503,1,1,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,1,12,13,3,0.0,3,4,1,4,4,4,6,0,6,0,912,912,1,4,1,5,912,546,0,1458,0,1,1,0,3,1,3,6,6,1,2,1,1948.0,3,1,330,5,5,2,192,0,0,0,0,0,3,4,1,0,1,2010,8,0,97500
660,20,3,75.0,9937,1,1,3,3,0,0,0,7,2,2,0,2,5,7,1964,1999,3,1,8,8,3,0.0,3,2,2,4,4,4,1,637,6,0,849,1486,1,0,1,5,1486,0,0,1486,1,0,1,0,3,1,3,7,6,0,3,5,1968.0,0,2,480,5,5,2,0,0,0,0,0,0,3,2,1,0,3,2009,8,4,167000
661,60,3,0.0,12384,1,1,3,3,0,1,0,14,2,2,0,5,7,7,1976,1976,1,1,9,10,1,233.0,3,4,1,2,4,4,6,0,6,0,793,793,1,4,1,5,1142,793,0,1935,0,0,2,1,3,1,3,7,6,1,5,1,1976.0,2,2,550,5,5,2,0,113,252,0,0,0,3,4,1,0,11,2007,8,4,197900
662,60,3,52.0,46589,1,1,1,3,0,1,0,15,2,2,0,5,8,7,1994,2005,3,1,12,13,1,528.0,2,4,2,2,1,4,2,1361,5,180,88,1629,1,0,1,5,1686,762,0,2448,1,0,2,1,4,1,2,8,6,1,5,1,1994.0,2,3,711,5,5,2,517,76,0,0,0,0,3,4,1,0,7,2009,8,4,402000
663,20,3,120.0,13560,1,1,3,3,0,0,0,12,2,2,0,2,6,3,1968,1968,3,1,13,14,1,216.0,3,4,1,1,0,4,6,0,6,0,1392,1392,1,2,1,5,1392,0,0,1392,1,0,1,0,2,1,3,5,1,2,5,1,1968.0,2,2,576,5,5,2,0,0,240,0,0,0,3,4,1,0,7,2009,8,4,110000
664,85,3,90.0,10012,1,1,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,1,9,10,3,0.0,3,4,1,2,4,0,1,920,5,180,38,1138,1,4,1,5,1181,0,0,1181,1,0,2,0,3,1,3,6,6,0,3,5,1974.0,2,2,588,5,5,2,0,0,180,0,0,0,3,2,1,0,4,2008,8,4,137500
665,20,3,49.0,20896,1,1,1,3,0,1,0,21,6,2,0,2,8,5,2005,2006,1,1,12,13,3,0.0,2,4,2,0,4,2,2,1721,6,0,356,2077,1,0,1,5,2097,0,0,2097,1,0,1,1,1,1,0,8,6,1,0,1,2005.0,0,3,1134,5,5,2,192,267,0,0,0,0,3,4,1,0,1,2006,6,5,423000
666,60,3,106.0,11194,1,1,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,4,4,6,0,6,0,1406,1406,1,0,1,5,1454,482,0,1936,0,0,2,1,3,1,2,7,6,1,5,1,2000.0,2,2,504,5,5,2,188,124,0,0,0,0,3,4,1,0,11,2006,8,4,230500
667,60,3,0.0,18450,1,1,0,3,0,4,0,12,2,2,0,5,6,5,1965,1979,0,5,9,10,0,113.0,3,2,1,2,4,4,3,187,5,723,111,1021,1,4,1,5,1465,915,0,2380,0,0,2,1,3,1,3,7,5,1,4,4,1965.0,3,2,596,5,5,2,0,265,0,0,0,0,3,4,1,0,8,2007,8,0,129000
668,20,3,65.0,8125,1,1,3,3,0,4,0,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,258.0,3,4,2,2,4,4,2,1138,6,0,270,1408,1,0,1,5,1679,0,0,1679,1,0,2,0,3,1,2,7,6,1,1,1,1994.0,2,2,575,5,5,2,224,42,0,0,0,0,3,4,1,0,10,2008,8,4,193500
669,20,3,0.0,14175,1,1,3,0,0,0,1,19,2,2,0,2,5,6,1956,1987,1,1,5,14,3,0.0,3,4,1,4,4,4,5,988,6,0,200,1188,1,2,1,5,1437,0,0,1437,1,0,1,1,3,1,3,6,3,1,5,5,1999.0,3,2,576,5,5,2,304,0,0,0,0,0,3,4,1,0,11,2006,8,4,168000
670,30,3,80.0,11600,1,1,3,3,0,4,0,6,2,2,0,2,4,5,1922,1950,1,1,8,8,3,0.0,3,4,0,1,4,4,6,0,6,0,700,700,1,0,1,5,1180,0,0,1180,0,0,1,0,2,1,1,5,6,1,2,5,1922.0,3,1,252,5,1,2,0,0,67,0,0,0,3,4,1,0,7,2006,8,4,137500
671,60,3,64.0,8633,1,1,3,3,0,2,0,5,2,2,0,5,6,5,2005,2005,1,1,12,13,3,0.0,2,4,2,2,4,4,2,193,6,0,545,738,1,0,1,5,738,738,0,1476,1,0,2,1,3,1,2,7,6,0,3,1,2005.0,0,2,540,5,5,2,100,35,0,0,0,0,3,4,1,0,2,2009,8,4,173500
672,70,2,54.0,6629,1,1,3,3,0,4,0,7,0,2,0,5,6,6,1925,1950,2,1,13,14,3,0.0,3,2,0,4,4,4,1,551,6,0,121,672,1,4,0,5,697,672,0,1369,1,0,2,0,3,1,3,6,6,0,3,5,1930.0,3,1,300,5,5,2,147,0,0,0,0,0,3,4,1,0,7,2009,8,4,103600
673,20,3,0.0,11250,1,1,0,3,0,4,0,24,2,2,0,2,6,6,1977,1977,1,1,9,10,3,0.0,2,4,1,2,4,4,0,767,6,0,441,1208,1,4,1,5,1208,0,0,1208,1,0,1,1,3,1,3,6,6,1,5,1,1977.0,2,2,546,5,5,2,198,42,0,0,0,0,3,4,1,0,6,2006,8,4,165000
674,20,3,110.0,14442,1,1,3,3,0,4,0,6,2,2,0,2,6,7,1957,2004,3,1,5,5,1,106.0,3,4,2,4,4,4,2,1186,6,0,291,1477,1,0,1,5,1839,0,0,1839,1,0,2,0,3,1,2,7,6,2,5,1,1957.0,0,2,416,5,5,2,0,87,0,0,200,0,3,4,1,0,6,2007,8,4,257500
675,20,3,80.0,9200,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1965,1965,1,1,6,6,3,0.0,3,4,1,4,4,4,5,892,6,0,244,1136,1,4,1,5,1136,0,0,1136,1,0,1,0,3,1,3,5,6,1,2,1,1965.0,2,1,384,5,5,2,426,0,0,0,0,0,3,4,1,0,7,2008,8,4,140000
676,160,3,24.0,2289,1,1,3,3,0,4,0,13,2,2,3,5,6,6,1978,1978,1,1,9,2,3,0.0,3,4,1,4,4,4,0,311,6,0,544,855,1,4,1,5,855,586,0,1441,0,0,2,1,3,1,3,7,6,1,5,1,1978.0,3,2,440,5,5,2,28,0,0,0,0,0,3,4,1,0,4,2009,8,4,148500
677,70,4,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,5,4,2,1900,1950,1,1,0,12,3,0.0,3,4,0,4,0,4,6,0,6,0,1095,1095,2,1,0,5,1095,679,0,1774,1,0,2,0,4,2,3,8,3,0,3,0,1920.0,3,3,779,1,1,0,0,0,90,0,0,0,3,4,1,0,5,2006,8,4,87000
678,30,3,52.0,9022,1,1,3,3,0,4,0,17,2,2,0,2,5,8,1924,2006,1,1,12,13,3,0.0,2,4,0,4,4,4,6,0,6,0,768,768,1,0,1,5,792,0,0,792,0,0,1,0,2,1,2,5,6,0,3,5,1924.0,3,1,240,1,1,0,316,0,120,0,0,0,3,4,1,0,5,2009,8,4,109500
679,20,3,80.0,11844,1,1,0,3,0,4,0,22,2,2,0,2,8,5,2008,2008,3,1,12,13,4,464.0,2,4,2,0,4,2,6,0,6,0,2046,2046,1,0,1,5,2046,0,0,2046,0,0,2,1,3,1,2,7,6,1,2,1,2008.0,0,3,834,5,5,2,322,82,0,0,0,0,3,4,1,0,7,2009,6,5,372500
680,20,3,0.0,9945,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1961,1961,3,1,13,14,1,57.0,3,4,1,4,4,4,5,827,6,0,161,988,1,4,1,5,988,0,0,988,1,0,1,0,3,1,3,5,6,0,3,5,1963.0,3,2,572,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2007,8,4,128500
681,120,3,50.0,8012,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1980,1980,1,1,9,10,3,0.0,3,4,1,2,4,4,1,543,1,119,261,923,1,4,1,5,923,0,0,923,0,0,2,0,2,1,3,5,6,1,5,1,1980.0,2,1,264,5,5,2,80,0,0,0,0,0,3,4,1,0,5,2010,8,4,143000
682,50,2,55.0,4500,1,2,1,0,0,4,0,18,2,2,0,0,5,5,1932,2000,1,1,12,12,3,0.0,3,4,0,4,4,4,5,182,6,0,611,793,1,0,1,5,848,672,0,1520,0,0,1,0,3,1,3,6,6,0,3,5,1968.0,3,1,281,5,5,2,0,0,56,0,0,0,3,4,1,0,7,2009,8,0,159434
683,120,3,0.0,2887,1,1,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,1,13,14,3,0.0,3,4,2,2,4,2,2,1003,6,0,288,1291,1,0,1,5,1291,0,0,1291,1,0,1,0,2,1,2,6,6,1,2,1,1996.0,3,2,431,5,5,2,307,0,0,0,0,0,3,4,1,0,11,2008,8,4,173000
684,20,3,90.0,11248,1,1,0,3,0,0,0,5,2,2,0,2,9,5,2002,2002,3,1,12,13,4,215.0,2,4,2,2,4,0,2,1059,6,0,567,1626,1,0,1,5,1668,0,0,1668,1,0,2,0,3,1,2,7,6,1,5,1,2002.0,0,3,702,5,5,2,257,45,0,0,0,0,3,4,1,0,7,2007,8,4,285000
685,60,3,58.0,16770,1,1,1,3,0,1,0,15,2,2,0,5,7,5,1998,1998,1,1,12,13,1,30.0,2,4,2,2,4,4,6,0,6,0,1195,1195,1,2,1,5,1195,644,0,1839,0,0,2,1,4,1,3,7,6,0,3,1,1998.0,0,2,486,5,5,2,0,81,0,0,0,0,3,4,1,0,6,2010,8,4,221000
686,160,3,0.0,5062,1,1,0,3,0,1,0,22,2,2,4,5,7,5,1984,1984,1,1,6,6,3,0.0,2,4,1,2,4,2,2,828,3,182,180,1190,1,2,1,5,1190,900,0,2090,1,0,2,0,3,1,2,6,2,1,5,1,1984.0,0,2,577,5,5,2,219,0,0,0,0,0,3,4,1,0,9,2007,8,4,207500
687,60,1,84.0,10207,1,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,12,13,3,0.0,2,4,2,2,4,4,6,0,6,0,874,874,1,0,1,5,874,887,0,1761,0,0,3,0,3,1,2,7,6,0,3,1,2007.0,0,2,578,5,5,2,144,105,0,0,0,0,3,4,1,0,8,2007,6,5,227875
688,160,1,0.0,5105,1,1,1,3,0,2,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,3,0.0,2,4,2,2,4,4,2,239,6,0,312,551,1,0,1,5,551,551,0,1102,0,0,2,1,2,1,2,4,6,0,3,5,2004.0,3,2,480,5,5,2,0,60,0,0,0,0,3,4,1,0,3,2007,8,4,148800
689,20,3,60.0,8089,1,1,3,1,0,4,0,22,2,2,0,2,8,6,2007,2007,1,1,8,8,1,0.0,2,4,2,2,4,0,2,945,6,0,474,1419,1,0,1,5,1419,0,0,1419,1,0,2,0,2,1,2,7,6,1,2,1,2007.0,2,2,567,5,5,2,140,0,0,0,0,0,3,4,1,0,10,2007,6,5,392000
690,120,3,61.0,7577,1,1,0,3,0,0,0,16,2,2,4,2,6,5,2005,2006,1,1,12,13,4,256.0,2,4,2,2,4,0,0,20,6,0,1342,1362,1,0,1,5,1362,0,0,1362,0,0,2,0,2,1,2,6,6,1,2,1,2005.0,2,2,460,5,5,2,192,28,0,0,0,0,3,4,1,0,6,2007,8,4,194700
691,120,4,0.0,4426,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,147.0,2,4,2,2,4,1,2,697,6,0,151,848,1,0,1,5,848,0,0,848,1,0,1,0,1,1,2,3,6,1,5,1,2004.0,2,2,420,5,5,2,149,0,0,0,0,0,3,4,1,0,5,2008,8,4,141000
692,60,3,104.0,21535,1,1,0,3,0,0,0,15,2,2,0,5,10,6,1994,1995,1,7,6,6,1,1170.0,0,4,2,0,4,1,2,1455,6,0,989,2444,1,0,1,5,2444,1872,0,4316,0,1,3,1,4,1,0,10,6,2,0,1,1994.0,0,3,832,5,5,2,382,50,0,0,0,0,3,4,1,0,1,2007,8,4,755000
693,60,3,42.0,26178,1,1,0,3,0,4,1,23,2,2,0,5,7,5,1989,1990,3,1,8,8,1,293.0,2,4,2,2,4,1,2,965,6,0,245,1210,1,0,1,5,1238,1281,0,2519,1,0,2,1,4,1,2,9,6,2,2,1,1989.0,2,2,628,5,5,2,320,27,0,0,0,0,3,4,1,0,4,2006,8,4,335000
694,30,3,60.0,5400,1,1,3,3,0,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,3,0.0,3,4,0,4,4,4,6,0,6,0,1073,1073,1,0,1,5,1073,0,0,1073,0,0,1,0,2,1,3,4,6,0,3,5,1968.0,3,1,326,5,5,2,0,0,112,0,0,0,3,4,1,0,12,2006,8,0,108480
695,50,4,51.0,6120,1,1,3,3,0,0,0,3,2,2,0,0,5,6,1936,1950,1,1,13,14,3,0.0,3,1,0,4,4,4,6,0,6,0,927,927,1,4,1,5,1067,472,0,1539,0,0,1,1,3,1,3,5,6,0,3,5,1995.0,3,2,576,5,5,2,112,0,0,0,0,0,3,2,1,0,4,2009,8,4,141500
696,20,3,54.0,13811,1,1,0,3,0,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,1,72.0,3,4,1,2,1,4,2,980,3,40,92,1112,1,2,1,5,1137,0,0,1137,1,0,2,0,2,1,2,5,6,1,5,1,1987.0,3,2,551,5,5,2,125,0,0,0,0,0,3,4,1,0,7,2006,8,4,176000
697,30,4,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,13,15,3,0.0,3,4,1,4,4,4,3,616,6,0,0,616,1,2,1,5,616,0,0,616,0,0,1,0,2,1,3,4,6,0,3,5,1921.0,3,1,205,5,5,2,0,0,129,0,0,0,3,4,1,0,6,2006,8,4,89000
698,20,3,57.0,6420,1,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,1,13,14,3,0.0,3,4,2,0,1,2,3,210,0,551,219,980,1,1,1,0,1148,0,0,1148,0,1,1,0,2,1,3,6,6,0,3,5,1952.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,1,0,9,2006,8,4,123500
699,20,3,65.0,8450,1,1,3,3,0,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,3,0.0,3,2,1,4,4,4,2,553,1,117,224,894,1,0,1,5,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,5,1973.0,3,1,336,5,5,2,416,144,0,0,0,0,3,2,1,0,4,2010,8,4,138500
700,120,1,59.0,4282,1,2,1,3,0,4,0,21,2,2,4,2,7,5,2004,2004,1,1,8,8,3,0.0,2,4,2,2,4,2,2,16,6,0,1375,1391,1,0,1,5,1391,0,0,1391,0,0,2,0,2,1,2,5,6,0,3,1,2004.0,2,2,530,5,5,2,156,158,0,0,0,0,3,4,1,0,7,2008,8,4,196000
701,20,3,85.0,14331,1,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2002,3,1,12,13,1,630.0,2,4,2,0,4,1,2,1274,6,0,526,1800,1,0,1,5,1800,0,0,1800,1,0,2,0,3,1,2,7,6,1,2,1,2002.0,0,3,765,5,5,2,270,78,0,0,0,0,3,4,1,0,5,2006,8,4,312500
702,20,3,80.0,9600,1,1,3,3,0,4,0,14,2,2,0,2,7,5,1969,1969,3,1,6,6,1,168.0,3,4,1,4,4,4,6,0,6,0,1164,1164,1,4,1,5,1164,0,0,1164,0,0,1,1,3,1,3,6,6,0,3,1,1969.0,3,2,528,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,0,4,140000
703,60,3,82.0,12438,1,1,0,3,0,4,0,22,2,2,0,5,8,5,2006,2006,3,1,12,13,1,466.0,0,4,2,0,1,4,6,0,6,0,1234,1234,1,0,1,5,1264,1312,0,2576,0,0,2,1,4,1,0,10,6,1,2,3,2006.0,0,3,666,5,5,2,324,100,0,0,0,0,3,4,1,0,7,2006,6,5,361919
704,190,4,76.0,7630,1,1,3,3,0,4,0,17,1,2,1,5,5,9,1900,1996,1,1,13,14,3,0.0,3,2,0,2,4,4,6,0,6,0,360,360,1,2,1,5,1032,780,0,1812,0,0,2,0,4,2,2,8,6,1,4,5,1999.0,3,2,672,5,5,0,344,0,40,0,0,0,3,2,1,0,5,2010,8,4,140000
705,20,3,70.0,8400,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,1,12,13,1,109.0,2,4,2,2,4,0,2,712,6,0,761,1473,1,0,1,5,1484,0,0,1484,1,0,2,0,3,1,2,7,6,0,3,1,2004.0,2,2,606,5,5,2,0,35,0,144,0,0,3,4,1,0,5,2010,8,4,213000
706,190,4,70.0,5600,1,1,3,3,0,4,0,9,2,2,1,5,4,5,1930,1950,3,1,12,15,3,0.0,1,1,3,3,2,3,4,0,4,0,0,0,1,1,0,5,372,720,0,1092,0,0,2,0,3,2,1,7,4,0,3,6,0.0,1,0,0,3,3,0,0,0,0,0,0,0,3,4,2,3500,7,2010,8,4,55000
707,20,3,0.0,115149,1,1,1,2,0,1,2,4,2,2,0,2,7,5,1971,2002,1,1,9,10,4,351.0,3,4,1,2,4,1,2,1219,6,0,424,1643,1,4,1,5,1824,0,0,1824,1,0,2,0,2,1,2,5,6,2,5,1,1971.0,3,2,739,5,5,2,380,48,0,0,0,0,3,4,1,0,6,2007,8,4,302000
708,120,3,48.0,6240,1,1,3,3,0,4,0,16,2,2,4,2,8,5,2006,2006,3,1,8,8,1,176.0,2,4,2,2,4,4,2,863,6,0,461,1324,1,0,1,5,1324,0,0,1324,1,0,2,0,2,1,2,6,6,1,2,1,2006.0,0,2,550,5,5,2,192,38,0,0,0,0,3,4,1,0,12,2009,8,4,254000
709,60,3,65.0,9018,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2007,2007,3,1,12,13,3,0.0,2,4,2,2,4,0,6,0,6,0,728,728,1,0,1,5,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2007.0,0,2,400,5,5,2,100,24,0,0,0,0,3,4,1,0,7,2007,6,5,179540
710,20,3,0.0,7162,1,1,0,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,41.0,3,4,2,4,4,4,6,0,6,0,876,876,1,4,1,5,904,0,0,904,0,0,1,0,3,1,3,6,6,0,3,1,1966.0,3,1,408,5,5,2,0,0,0,0,0,0,3,2,1,0,12,2008,8,0,109900
711,30,3,56.0,4130,1,1,0,3,0,4,0,3,2,2,0,2,3,6,1935,2003,1,1,12,13,3,0.0,2,4,1,4,4,4,6,0,6,0,270,270,1,2,1,5,729,0,0,729,0,0,1,0,2,1,3,5,1,0,3,6,0.0,1,0,0,3,3,0,0,0,0,0,0,0,3,4,1,0,7,2008,8,4,52000
712,50,0,66.0,8712,1,2,3,1,0,4,1,9,2,2,0,0,4,7,1900,1950,1,1,8,8,3,0.0,3,4,4,4,4,2,6,0,6,0,859,859,1,2,1,5,859,319,0,1178,0,0,1,0,2,1,3,7,6,0,3,5,1964.0,2,1,384,5,5,0,68,0,98,0,0,0,3,4,1,0,1,2010,8,0,102776
713,120,3,40.0,4671,1,1,0,1,0,4,0,22,2,2,4,2,8,5,1988,1989,1,1,6,6,3,0.0,2,4,2,2,4,2,2,767,6,0,461,1228,1,2,1,5,1228,0,0,1228,1,0,2,0,2,1,2,5,6,1,2,1,1988.0,0,2,472,5,5,2,168,120,0,0,0,0,3,4,1,0,10,2008,8,4,189000
714,190,3,60.0,9873,1,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,6,6,1,160.0,3,4,1,4,4,0,0,789,6,0,171,960,2,4,0,5,960,0,0,960,1,0,1,0,3,1,3,6,6,0,3,5,1970.0,3,2,576,5,5,2,0,288,0,0,0,0,3,4,1,0,5,2006,8,4,129000
