ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
313635996,0,64,0,12,"$120,539",No,"$366,173",Yes,z_F,Masters,Lawyer,46,Private,"$24,780",1,z_SUV,no,$0,0,No,0,$0,17,0
439200895,0,50,0,8,"$40,552",No,"$163,186",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$9,350",1,Pickup,no,"$38,792",3,No,3,$0,,0
103824645,0,52,0,13,"$18,426",No,"$137,473",z_No,M,<High School,Clerical,14,Private,"$8,540",6,Pickup,no,"$3,653",1,No,2,"$1,745",1,1
41022073,0,50,0,14,"$78,510",No,"$232,988",Yes,z_F,<High School,Clerical,64,Private,"$1,500",6,Sports Car,no,$0,0,No,0,$0,3,0
380408261,0,32,2,13,"$21,204",No,$0,Yes,z_F,<High School,Student,10,Private,"$13,450",10,Minivan,no,$0,0,No,2,$0,1,0
387113644,0,46,0,12,"$28,996",No,"$137,891",z_No,z_F,z_High School,Clerical,60,Private,"$9,200",4,Minivan,no,$0,0,No,1,"$6,639",9,1
459075283,0,58,0,12,"$181,620",No,"$500,309",Yes,z_F,Masters,,45,Commercial,"$23,730",10,Pickup,no,$0,0,No,0,$0,16,0
228722434,0,36,3,19,"$34,658",No,"$191,264",Yes,z_F,z_High School,z_Blue Collar,25,Commercial,"$8,290",6,z_SUV,no,"$30,192",1,Yes,7,"$5,984",1,1
670318770,0,38,3,,,Yes,$0,z_No,z_F,Bachelors,Professional,36,Commercial,"$21,030",1,Pickup,no,$0,0,No,0,$0,7,0
99463738,0,46,0,12,"$132,651",No,"$340,258",Yes,z_F,Masters,Professional,11,Private,"$1,500",3,z_SUV,no,$0,0,No,1,$0,12,0
78181810,0,43,3,15,"$74,518",No,"$268,680",Yes,z_F,<High School,z_Blue Collar,39,Private,"$23,170",3,Minivan,no,"$1,464",2,No,5,$0,1,0
481579806,0,33,1,15,"$17,686",No,"$92,707",Yes,z_F,z_High School,Clerical,19,Private,"$6,570",1,z_SUV,no,"$10,388",1,No,3,$0,5,0
895147164,1,44,2,10,"$39,077",No,"$154,749",Yes,z_F,z_High School,Clerical,41,Private,"$12,880",18,z_SUV,no,$0,0,No,0,$0,1,0
296934811,0,38,1,9,"$10,631",Yes,$0,z_No,z_F,z_High School,Student,61,Private,"$8,290",4,z_SUV,no,$0,0,Yes,3,$0,6,0
371660994,0,45,1,15,"$28,725",No,,Yes,z_F,z_High School,Clerical,51,Private,"$6,000",1,z_SUV,no,$0,0,No,0,$0,1,0
201299865,0,36,3,12,"$17,663",Yes,"$134,466",z_No,z_F,z_High School,Home Maker,61,Private,"$20,020",4,z_SUV,no,$0,0,No,0,$0,6,0
454399686,0,42,1,8,"$85,664",Yes,"$258,771",z_No,z_F,PhD,Doctor,18,Private,"$5,700",10,Sports Car,no,$0,0,No,0,$0,,0
773663708,2,39,2,12,"$46,674",Yes,"$200,479",z_No,z_F,Bachelors,Professional,42,Private,"$12,330",16,z_SUV,no,$652,2,No,0,"$5,505",,1
329198624,0,48,0,11,"$29,702",No,$0,z_No,z_F,z_High School,z_Blue Collar,46,Commercial,"$22,700",7,z_SUV,no,$0,0,No,1,$0,8,0
909156644,0,57,2,0,$0,Yes,$0,z_No,z_F,Bachelors,Home Maker,38,Private,"$7,200",1,z_SUV,no,$0,0,No,1,"$1,907",8,1
10483691,0,31,1,12,"$33,782",Yes,$0,z_No,z_F,z_High School,Clerical,17,Private,"$4,600",6,Sports Car,no,$0,0,No,0,"$4,259",5,1
543743935,0,18,0,0,$0,No,$0,Yes,z_F,z_High School,Home Maker,52,Private,"$9,970",1,z_SUV,yes,"$14,140",3,No,7,"$3,274",,1
34682975,0,38,0,10,"$44,809",No,$0,z_No,z_F,<High School,z_Blue Collar,26,Private,"$9,780",6,z_SUV,no,$0,0,No,0,"$2,288",8,1
304141687,0,43,0,13,"$97,542",No,"$266,417",Yes,M,Bachelors,z_Blue Collar,33,Commercial,"$21,040",7,Minivan,yes,$0,0,No,2,$0,7,0
226356021,0,53,0,7,"$34,730",No,"$169,666",Yes,z_F,z_High School,Professional,5,Private,"$10,270",15,z_SUV,no,$0,0,No,1,$0,,0
282058762,0,53,1,10,"$74,826",No,"$237,354",Yes,M,z_High School,z_Blue Collar,51,Commercial,"$25,900",10,Minivan,no,$0,0,No,0,$0,,0
655004637,0,56,0,9,"$67,620",No,"$245,585",Yes,z_F,Masters,Lawyer,24,Private,"$20,500",25,z_SUV,no,$0,0,No,0,$0,17,0
573744666,0,46,0,8,"$51,822",No,"$174,401",Yes,z_F,z_High School,z_Blue Collar,30,Private,"$7,870",1,z_SUV,no,$0,0,No,0,$0,1,0
492349145,0,23,3,12,"$14,307",No,"$119,409",Yes,M,Bachelors,Clerical,49,Private,"$2,930",3,Minivan,no,$0,0,No,4,"$4,018",1,1
924982877,0,20,0,10,"$38,681",No,$0,z_No,z_F,Bachelors,Professional,64,Private,"$17,010",9,z_SUV,yes,"$30,646",1,Yes,10,"$17,367",10,1
482683684,0,53,0,13,"$24,992",No,"$145,079",Yes,M,Bachelors,Professional,38,Private,"$5,400",1,Pickup,no,$0,0,No,0,$0,6,0
632976850,1,39,1,0,$0,No,"$64,780",Yes,M,z_High School,Home Maker,19,Private,"$22,050",1,Minivan,yes,"$2,969",1,No,2,$0,1,0
599426615,0,52,0,7,"$33,560",No,"$125,086",Yes,M,z_High School,Clerical,26,Commercial,"$10,060",6,Pickup,yes,"$24,301",1,No,0,$0,9,0
997292903,0,39,3,0,$0,Yes,"$66,702",z_No,z_F,z_High School,Home Maker,56,Private,"$5,400",10,z_SUV,no,$0,0,No,0,$0,9,0
549028108,0,33,1,0,$0,No,"$83,983",Yes,z_F,<High School,Home Maker,27,Private,"$11,360",6,Sports Car,no,$0,0,No,0,$0,1,0
808978598,0,32,1,9,"$42,018",No,"$124,856",Yes,z_F,Bachelors,Professional,12,Private,"$18,600",8,z_SUV,no,$0,0,No,4,"$4,746",8,1
799267174,1,45,1,0,$0,No,$0,Yes,M,z_High School,Student,22,Commercial,"$8,620",1,Pickup,no,$0,0,No,0,$0,8,0
139087691,0,38,0,10,,No,$0,z_No,z_F,z_High School,Clerical,29,Private,"$11,310",1,z_SUV,no,$0,0,Yes,1,"$4,656",1,1
688054409,0,58,0,15,"$3,256",No,"$122,217",Yes,z_F,<High School,Home Maker,60,Private,"$18,400",1,Minivan,no,$0,0,No,1,$0,1,0
872557752,0,35,2,11,"$47,643",No,"$150,050",Yes,z_F,z_High School,Clerical,34,Private,"$5,000",6,z_SUV,no,"$7,165",2,No,0,"$4,326",1,1
122634205,1,38,2,12,"$21,852",No,"$115,923",Yes,z_F,z_High School,Clerical,32,Private,"$17,450",1,Minivan,no,$613,2,No,1,$0,,0
656190149,0,55,0,12,"$63,376",No,"$225,111",Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,"$13,340",7,z_SUV,no,$0,0,No,2,$0,14,0
109104767,0,51,0,7,"$70,195",No,"$269,925",Yes,M,Bachelors,Manager,71,Private,"$18,950",10,Van,no,$0,0,No,2,$0,8,0
803689743,0,41,0,11,"$96,813",No,"$279,879",Yes,M,Bachelors,Professional,14,Commercial,"$24,300",1,Panel Truck,yes,"$10,764",2,No,3,"$6,346",7,1
678132791,0,53,0,5,"$154,099",No,$0,z_No,z_F,PhD,,25,Commercial,"$29,330",1,Van,no,$0,0,No,0,$0,16,0
557398026,0,45,0,0,$0,No,"$70,232",Yes,z_F,z_High School,Home Maker,38,Private,"$23,460",7,Minivan,no,$0,0,No,2,$0,1,0
236189047,0,38,0,9,"$34,648",No,$0,z_No,M,z_High School,z_Blue Collar,47,Commercial,"$10,760",1,Pickup,no,$0,0,Yes,2,$0,1,0
577993978,0,29,2,11,"$47,621",Yes,"$196,036",z_No,z_F,z_High School,z_Blue Collar,26,Commercial,"$17,130",9,Minivan,no,"$5,584",3,No,6,$0,1,0
256277152,0,47,0,0,$0,No,"$91,949",z_No,M,PhD,Home Maker,52,Private,"$6,200",7,Pickup,no,$0,0,No,0,$0,20,0
407556242,1,41,2,14,"$290,846",No,"$682,634",Yes,z_F,Masters,Manager,41,Commercial,"$43,280",6,Panel Truck,no,"$4,422",2,No,0,"$2,908",18,1
792082979,0,43,2,9,"$159,443",No,"$423,784",Yes,M,Bachelors,Professional,20,Private,"$21,740",3,Van,yes,"$4,538",1,No,3,$0,5,0
741629112,0,44,1,14,"$118,257",No,"$320,567",Yes,z_F,Bachelors,Manager,9,Private,"$5,900",11,z_SUV,no,$0,0,No,0,$0,10,0
182879842,0,44,0,12,"$40,711",No,"$128,970",Yes,M,Bachelors,Clerical,33,Private,"$12,250",6,Minivan,yes,$0,0,No,0,"$6,389",8,1
359584472,0,31,1,12,"$31,476",Yes,"$121,092",z_No,z_F,<High School,Clerical,45,Private,"$7,750",10,z_SUV,no,$0,0,No,0,"$3,615",1,1
154793005,0,54,0,13,"$72,289",No,$0,z_No,M,<High School,z_Blue Collar,44,Private,"$14,130",7,Minivan,yes,"$39,793",2,Yes,5,$0,1,0
238642875,0,34,3,15,"$14,769",No,"$104,027",Yes,z_F,<High School,Student,36,Private,"$17,570",6,z_SUV,no,$0,0,No,3,$0,1,0
741770308,0,46,0,7,"$152,992",No,"$366,152",Yes,M,PhD,Doctor,21,Private,"$21,400",1,Minivan,no,$0,0,No,0,$0,17,0
737722324,0,34,4,13,"$54,488",No,"$216,444",Yes,z_F,z_High School,z_Blue Collar,34,Commercial,"$13,360",1,z_SUV,no,"$4,470",4,No,0,"$5,301",1,1
752180046,0,53,0,14,"$49,636",No,"$158,951",Yes,M,z_High School,z_Blue Collar,23,Commercial,"$8,670",10,Minivan,yes,$0,0,No,0,"$3,595",1,1
27227013,1,36,2,11,"$43,680",No,"$164,455",Yes,z_F,z_High School,z_Blue Collar,17,Commercial,"$10,220",1,z_SUV,no,"$6,121",2,No,0,"$3,116",6,1
999169190,0,48,0,0,$0,No,"$127,576",Yes,z_F,z_High School,Home Maker,30,Private,"$6,300",4,z_SUV,no,$0,0,No,0,"$3,611",9,1
555894840,0,40,2,15,"$74,402",No,"$247,416",Yes,M,z_High School,z_Blue Collar,43,Commercial,"$8,940",1,Pickup,no,"$2,712",2,No,2,"$5,558",7,1
343451760,0,51,0,14,"$24,789",No,"$137,805",z_No,M,PhD,Lawyer,17,Private,"$10,900",1,Minivan,no,"$3,633",1,No,4,$0,10,0
696858894,0,35,0,10,"$38,370",No,"$146,686",Yes,z_F,z_High School,Clerical,43,Private,"$24,490",4,Minivan,no,$0,0,No,3,$0,7,0
189442923,0,50,0,12,"$4,766",No,$0,Yes,M,<High School,Student,33,Private,"$6,980",6,Minivan,yes,"$10,506",1,No,0,$0,4,0
333237097,0,22,2,13,"$11,047",Yes,$0,z_No,z_F,<High School,Clerical,47,Private,"$18,770",1,z_SUV,no,"$6,996",1,No,0,"$5,238",8,1
506186833,0,61,1,11,"$127,649",No,"$351,274",Yes,z_F,Masters,Lawyer,41,Private,"$14,260",1,Sports Car,no,"$5,827",1,No,3,$0,19,0
930187847,0,57,0,15,"$20,635",No,"$123,810",Yes,z_F,Bachelors,Home Maker,33,Private,"$21,110",6,z_SUV,no,$0,0,No,0,$0,1,0
362586299,0,34,1,10,"$14,942",No,"$95,764",Yes,M,<High School,Clerical,12,Commercial,"$12,030",4,Pickup,yes,"$9,925",2,No,9,$0,1,0
251992241,1,37,2,14,"$25,513",No,"$164,445",Yes,M,<High School,z_Blue Collar,6,Commercial,"$20,890",6,Van,yes,"$5,393",3,No,1,$0,1,0
818714696,0,44,0,13,"$89,627",No,$0,z_No,M,Masters,Lawyer,14,Private,"$14,860",6,Minivan,yes,$0,0,No,0,$0,17,0
360627722,0,44,0,12,"$6,591",No,"$65,192",z_No,z_F,<High School,Home Maker,33,Private,"$2,160",9,z_SUV,no,$0,0,No,2,$0,1,0
838070021,0,47,0,12,"$101,498",No,$0,z_No,M,Masters,Professional,51,Commercial,"$11,770",10,Pickup,yes,"$21,063",1,Yes,6,$0,12,0
737854258,0,39,0,15,"$117,244",No,"$326,392",Yes,z_F,Masters,Lawyer,42,Private,"$17,780",13,Sports Car,no,$0,0,No,2,$0,14,0
273085767,1,40,2,10,,No,"$115,256",Yes,M,Bachelors,Clerical,58,Private,"$13,710",4,Minivan,yes,$0,0,No,0,$0,1,0
291842440,0,60,3,17,"$35,092",No,,Yes,M,Masters,Professional,54,Commercial,"$20,580",11,Van,yes,"$2,601",1,No,0,"$1,828",13,1
917731732,1,44,1,11,,No,"$102,166",Yes,z_F,z_High School,Clerical,22,Private,"$16,880",4,z_SUV,no,$0,0,No,2,$0,6,0
258327281,0,36,0,13,"$69,223",No,"$211,406",Yes,M,z_High School,Manager,19,Private,"$15,340",10,Minivan,no,$0,0,No,2,$0,11,0
680584356,0,51,0,12,"$13,275",No,$0,z_No,z_F,z_High School,Home Maker,30,Private,"$12,850",1,Minivan,no,"$6,057",2,No,1,$0,,0
607046916,0,50,0,11,"$134,152",No,$0,z_No,M,PhD,Doctor,5,Private,"$29,550",10,Minivan,yes,$0,0,No,1,$0,11,0
293899878,0,49,0,14,"$74,669",No,"$245,513",Yes,z_F,Bachelors,Professional,40,Private,"$14,390",7,z_SUV,no,"$6,880",3,No,0,$0,,0
442991746,0,48,0,13,"$24,713",No,,Yes,z_F,<High School,Clerical,11,Commercial,"$23,550",1,Pickup,no,$0,0,Yes,1,"$4,635",4,1
173481560,0,37,1,11,"$73,941",Yes,"$265,035",z_No,z_F,Bachelors,Manager,6,Private,"$5,200",10,Sports Car,no,"$7,372",3,No,4,"$1,929",10,1
925712725,0,39,0,12,"$44,738",No,"$217,422",Yes,z_F,Bachelors,Clerical,26,Private,"$29,640",6,Minivan,no,$0,0,No,3,$0,10,0
515374908,0,47,0,14,,No,$0,z_No,M,PhD,,56,Commercial,"$26,430",1,Panel Truck,no,"$50,375",1,Yes,0,$0,12,0
978503862,0,38,0,10,"$34,734",No,"$138,910",Yes,M,Bachelors,Clerical,38,Commercial,"$8,770",7,Pickup,yes,$0,0,No,4,$0,14,0
846904796,0,39,3,14,"$51,524",Yes,$0,z_No,z_F,<High School,z_Blue Collar,41,Private,"$32,260",6,Van,no,$0,0,No,0,$0,1,0
1307371,0,48,0,14,"$37,854",No,"$158,470",Yes,z_F,Masters,Lawyer,56,Private,"$17,040",9,z_SUV,no,"$1,245",3,No,6,$0,16,0
322136736,0,41,3,17,"$23,097",No,"$127,612",Yes,z_F,<High School,Clerical,17,Private,"$10,910",4,z_SUV,no,"$6,138",2,No,6,$0,1,0
235478610,0,39,0,0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,41,Commercial,"$10,070",4,z_SUV,no,"$3,855",2,No,6,"$3,312",14,1
803551973,0,53,0,11,"$76,876",No,"$231,577",Yes,M,PhD,,10,Commercial,"$17,030",6,Van,yes,$0,0,No,0,$0,19,0
915574423,1,44,2,13,"$67,373",No,"$223,991",Yes,M,Bachelors,z_Blue Collar,35,Commercial,"$8,780",11,Pickup,yes,$0,0,No,0,$0,,0
212640019,0,35,2,,"$69,943",Yes,$0,z_No,M,z_High School,z_Blue Collar,5,Commercial,"$11,990",1,Pickup,yes,$0,0,No,2,"$6,573",1,1
321753992,0,35,0,11,"$88,298",No,"$246,895",z_No,z_F,Bachelors,Manager,66,Private,"$24,240",8,Pickup,no,$0,0,No,3,$0,19,0
833942385,0,47,0,,"$2,916",No,"$92,800",Yes,z_F,Masters,Home Maker,62,Private,"$23,720",7,Van,no,$0,0,No,2,$0,22,0
846839804,0,40,1,13,"$42,507",No,"$146,606",Yes,z_F,z_High School,z_Blue Collar,35,Commercial,"$5,500",4,z_SUV,no,$0,0,Yes,0,$0,8,0
516129796,1,39,1,12,"$39,643",No,"$218,195",Yes,M,Bachelors,Clerical,38,Private,"$22,810",6,Minivan,no,"$6,656",2,No,0,"$4,348",11,1
89485818,1,39,2,11,"$43,971",No,"$186,086",Yes,z_F,z_High School,z_Blue Collar,52,Private,"$16,540",1,Minivan,no,$0,0,No,1,"$3,931",1,1
358401959,0,63,0,14,"$106,372",No,"$344,365",Yes,M,Bachelors,z_Blue Collar,28,Commercial,"$35,140",17,Pickup,yes,"$3,679",1,No,0,$0,8,0
738856598,0,45,1,13,"$66,508",Yes,$0,z_No,z_F,Bachelors,Clerical,44,Private,"$20,120",4,Minivan,no,"$19,698",3,No,5,$0,16,0
866863943,0,31,4,11,"$33,483",No,"$114,256",Yes,z_F,z_High School,Clerical,26,Private,"$11,690",6,z_SUV,no,$0,0,No,5,$0,6,0
752304401,0,51,0,12,"$37,611",No,"$153,346",Yes,z_F,z_High School,z_Blue Collar,23,Private,"$1,500",4,Sports Car,no,$0,0,No,0,$0,6,0
232639741,0,53,0,7,"$98,678",No,"$268,734",Yes,z_F,Bachelors,z_Blue Collar,25,Private,"$11,650",1,z_SUV,no,$0,0,No,0,$0,1,0
450838833,0,52,0,10,"$55,891",No,,Yes,M,Masters,Lawyer,29,Private,"$17,400",1,Van,no,$0,0,Yes,0,$0,14,0
898078854,0,46,0,10,"$82,996",No,"$240,689",Yes,M,Masters,Lawyer,26,Private,"$14,400",6,Minivan,yes,$0,0,Yes,0,$0,11,0
798002564,0,49,0,12,"$91,922",No,"$262,101",Yes,M,Bachelors,Professional,30,Private,"$15,590",1,Minivan,no,$0,0,No,1,$0,,0
20796030,0,61,0,10,"$106,108",No,$0,z_No,M,Masters,Manager,36,Private,"$25,320",1,Pickup,yes,$0,0,No,0,$0,16,0
702618487,0,57,0,,"$161,208",No,"$408,578",Yes,M,Masters,,12,Private,"$15,440",10,Minivan,no,$0,0,No,0,$0,9,0
521516849,1,45,1,12,"$67,218",No,"$245,505",Yes,z_F,Masters,Lawyer,24,Private,"$28,290",4,Minivan,no,"$2,581",1,No,3,$0,12,0
528689443,0,25,2,14,"$18,159",No,"$87,400",Yes,M,z_High School,Clerical,55,Private,"$15,360",15,Minivan,yes,"$5,117",2,No,7,"$3,397",1,1
199869071,0,47,0,11,"$28,163",No,"$126,125",z_No,z_F,<High School,Clerical,22,Private,"$4,320",6,Sports Car,no,"$17,368",2,Yes,0,"$7,481",5,1
744594228,0,38,3,16,"$57,371",No,"$251,268",Yes,z_F,Bachelors,Clerical,35,Private,"$7,100",4,Sports Car,no,$0,0,No,1,$0,9,0
840819088,0,49,0,6,"$173,894",No,"$423,673",Yes,z_F,PhD,Doctor,8,Private,"$23,790",6,Minivan,no,$0,0,No,3,$0,15,0
555235750,0,55,0,13,"$56,227",No,"$211,232",Yes,z_F,z_High School,z_Blue Collar,40,Commercial,"$7,000",8,z_SUV,no,"$6,552",1,No,7,"$3,667",1,1
180314250,0,50,0,13,"$21,642",No,$0,z_No,z_F,<High School,z_Blue Collar,55,Private,"$8,660",3,z_SUV,no,$0,0,No,0,$0,5,0
98293286,1,41,2,10,"$119,354",No,"$309,520",Yes,M,Masters,,34,Commercial,"$5,600",7,Pickup,yes,"$38,312",2,Yes,4,"$8,615",18,1
288446322,0,47,0,10,"$28,129",No,"$162,420",Yes,z_F,z_High School,Clerical,32,Private,"$11,030",13,z_SUV,no,$0,0,No,0,$0,1,0
41072045,0,47,0,11,"$56,256",No,"$209,158",Yes,M,z_High School,z_Blue Collar,25,Commercial,"$11,830",4,Minivan,yes,"$1,381",2,No,1,$0,1,0
305624210,0,40,0,8,"$20,753",No,"$165,464",z_No,z_F,z_High School,Clerical,65,Private,"$8,570",1,Sports Car,no,"$3,068",3,No,4,"$8,195",9,1
241644896,0,48,0,0,$0,No,,Yes,z_F,PhD,Home Maker,12,Private,"$15,610",4,Sports Car,no,"$5,316",2,No,3,"$1,973",14,1
457099402,0,53,0,,"$73,849",No,$0,z_No,z_F,PhD,Doctor,24,Private,"$13,350",1,Sports Car,no,"$10,816",1,No,1,$0,,0
112627910,0,37,0,12,"$85,292",No,"$227,344",Yes,M,Bachelors,Manager,32,Private,"$13,730",1,Minivan,yes,$0,0,No,0,$0,9,0
944369044,2,47,0,10,"$45,023",No,"$204,371",Yes,z_F,z_High School,Professional,27,Commercial,"$11,440",4,Pickup,no,$0,0,No,1,$0,7,0
80263404,1,44,2,14,"$8,928",No,"$61,306",Yes,z_F,z_High School,Home Maker,27,Private,"$6,790",10,z_SUV,no,$0,0,No,0,$0,1,0
311416263,0,19,0,6,"$5,336",No,$0,z_No,z_F,z_High School,Clerical,26,Private,"$11,650",6,Sports Car,yes,"$1,845",2,No,7,"$3,808",1,1
80270941,0,68,0,14,"$50,096",No,"$247,477",Yes,z_F,Masters,Lawyer,20,Private,"$11,040",4,Sports Car,no,"$5,209",2,No,4,$0,13,0
130933470,0,56,0,14,,No,"$238,812",Yes,z_F,Bachelors,Professional,19,Private,"$14,160",1,Minivan,no,$0,0,No,0,$0,15,0
674730942,0,45,2,14,,No,"$162,478",Yes,z_F,Bachelors,Manager,23,Private,"$19,450",13,z_SUV,no,$0,0,No,0,$0,1,0
784073262,0,50,0,13,"$54,873",No,"$217,398",Yes,z_F,z_High School,z_Blue Collar,44,Commercial,"$16,840",10,z_SUV,no,"$29,181",2,Yes,5,$0,11,0
94646508,0,49,0,11,"$97,623",No,"$277,348",Yes,M,Bachelors,Professional,44,Private,"$16,160",1,Minivan,no,$0,0,No,0,$0,8,0
78482464,0,28,5,16,"$32,509",No,"$149,827",Yes,z_F,<High School,Clerical,39,Private,"$21,200",11,Minivan,no,"$11,240",4,Yes,0,$0,3,0
296748541,0,45,1,8,"$47,389",Yes,"$204,888",z_No,z_F,Bachelors,Home Maker,23,Private,"$26,730",20,Pickup,no,$0,0,No,2,$0,9,0
751979352,0,32,0,12,"$23,504",No,"$86,581",Yes,z_F,z_High School,Clerical,11,Private,"$12,770",6,Minivan,no,$0,0,No,0,$0,7,0
497468044,0,37,1,14,"$24,736",No,"$125,297",Yes,z_F,z_High School,z_Blue Collar,34,Commercial,"$29,620",3,Minivan,no,$0,0,No,1,$0,1,0
170319968,0,38,2,10,"$23,536",No,"$98,782",Yes,z_F,z_High School,Home Maker,84,Private,"$10,430",10,z_SUV,no,$0,0,No,0,$0,1,0
974827347,0,52,0,13,"$49,010",No,"$212,621",Yes,M,Bachelors,z_Blue Collar,13,Commercial,"$14,670",13,Minivan,yes,$0,0,No,0,$0,11,0
902537689,0,39,0,8,"$52,589",No,$0,z_No,z_F,PhD,,55,Commercial,"$25,580",16,Pickup,no,"$4,823",4,No,6,"$4,090",18,1
685050767,0,56,0,,"$98,830",No,"$313,286",Yes,z_F,Bachelors,Manager,28,Private,"$11,380",13,Sports Car,no,$0,0,No,0,$0,14,0
465668536,0,56,0,12,"$25,891",No,"$127,035",Yes,z_F,Bachelors,Home Maker,42,Private,"$19,280",6,z_SUV,no,"$35,012",3,Yes,0,$0,1,0
876968470,0,51,0,11,"$139,745",No,"$400,399",z_No,M,PhD,Doctor,12,Private,"$21,220",7,Van,yes,$0,0,No,0,$0,9,0
828557184,0,59,0,9,"$28,818",No,"$153,289",Yes,z_F,Bachelors,Home Maker,6,Private,"$29,230",6,Pickup,no,$0,0,No,1,$0,1,0
617822650,0,31,0,11,"$86,264",No,$0,z_No,M,Masters,Professional,32,Private,"$14,930",1,Minivan,no,$0,0,No,0,$0,18,0
383241392,0,43,0,11,"$79,388",No,,Yes,z_F,Bachelors,z_Blue Collar,33,Commercial,"$13,740",4,Minivan,no,$0,0,No,2,"$5,152",6,1
237764523,0,54,0,10,"$122,773",No,$0,z_No,M,Bachelors,Professional,44,Commercial,"$7,590",1,Pickup,yes,"$5,517",4,No,3,"$1,381",7,1
521458248,0,34,1,14,,No,$0,Yes,z_F,Bachelors,Student,54,Commercial,"$5,720",4,z_SUV,no,"$4,005",1,No,0,$0,11,0
119682574,0,51,0,13,"$68,245",No,"$235,648",Yes,M,Bachelors,Professional,20,Private,"$1,530",4,Minivan,no,$0,0,No,2,$0,8,0
192450296,0,30,1,10,"$18,721",Yes,$0,z_No,z_F,<High School,Clerical,9,Private,"$20,650",9,z_SUV,no,$0,0,No,0,$0,,0
278669113,0,48,0,,"$144,922",No,$0,z_No,M,Masters,,31,Commercial,"$33,290",4,Panel Truck,no,$0,0,Yes,0,"$2,097",20,1
252881773,0,51,0,11,"$93,785",No,"$287,311",Yes,z_F,Masters,Lawyer,31,Private,"$6,600",1,z_SUV,no,"$1,230",3,No,1,$0,12,0
660254587,2,39,2,11,$138,Yes,$0,z_No,M,<High School,Student,35,Private,"$7,550",6,Pickup,yes,$0,0,No,0,$0,1,0
539678669,0,40,2,14,"$140,171",No,"$352,820",Yes,M,z_High School,Manager,16,Private,"$5,600",4,Pickup,yes,"$5,735",1,No,8,$0,6,0
11000229,0,59,0,15,"$43,118",No,"$173,745",Yes,z_F,z_High School,z_Blue Collar,22,Commercial,"$25,060",1,Sports Car,no,$0,0,No,4,$0,9,0
871598772,1,41,2,13,"$65,885",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,51,Commercial,"$12,190",1,z_SUV,no,$0,0,Yes,4,"$10,958",8,1
693036830,0,57,0,8,"$38,253",No,"$208,139",z_No,z_F,z_High School,Manager,37,Private,"$9,690",1,z_SUV,no,"$4,588",1,No,6,"$2,007",1,1
811990492,2,37,2,10,"$107,937",Yes,"$297,539",z_No,z_F,Masters,Lawyer,35,Private,"$19,130",3,z_SUV,no,"$5,730",3,No,1,"$2,487",12,1
242848928,0,52,0,9,"$22,658",No,"$96,532",Yes,M,<High School,Clerical,17,Commercial,"$30,450",4,Panel Truck,yes,"$5,369",1,No,7,$0,5,0
318824902,0,50,0,13,"$40,854",No,"$136,186",Yes,z_F,z_High School,Professional,23,Private,"$12,490",10,Minivan,no,"$5,928",4,No,7,$0,1,0
772051191,0,48,0,11,"$98,569",No,"$271,115",Yes,M,Bachelors,z_Blue Collar,51,Commercial,"$16,550",10,Van,no,$0,0,No,2,$0,11,0
459453746,0,49,0,11,"$39,220",No,"$201,872",z_No,z_F,<High School,z_Blue Collar,34,Commercial,"$16,430",10,z_SUV,no,"$5,161",1,No,11,"$4,802",7,1
679841614,2,41,3,16,"$9,836",Yes,$0,z_No,z_F,z_High School,Home Maker,40,Private,"$27,910",1,z_SUV,no,$0,0,No,3,$0,1,0
886328677,0,52,0,11,"$51,446",No,"$194,928",Yes,M,z_High School,Manager,19,Private,"$13,330",1,Minivan,yes,$0,0,Yes,2,$0,7,0
140971425,0,47,0,14,"$66,524",No,$0,z_No,M,Bachelors,Professional,56,Private,"$12,850",3,Minivan,yes,$0,0,No,0,"$12,024",12,1
419212551,0,55,0,17,"$74,027",No,"$292,979",Yes,z_F,Masters,Lawyer,17,Private,"$9,740",4,z_SUV,no,$0,0,No,0,$0,11,0
128555597,0,50,0,12,"$46,269",No,"$145,691",Yes,z_F,Masters,Professional,10,Private,"$19,450",4,Pickup,no,"$5,109",2,No,5,$0,21,0
438727498,0,61,0,14,"$62,063",No,"$233,201",Yes,z_F,Masters,Lawyer,28,Private,"$14,440",13,Sports Car,no,"$4,641",1,No,2,$0,20,0
365196787,0,50,0,12,"$45,215",No,$0,z_No,z_F,z_High School,z_Blue Collar,33,Commercial,"$26,460",6,Minivan,no,$0,0,No,4,"$6,539",13,1
279799481,0,39,0,14,"$93,077",No,"$244,764",Yes,M,Bachelors,Professional,29,Private,"$14,710",1,Minivan,yes,$0,0,No,0,$0,1,0
359938601,0,55,0,9,"$162,585",No,"$436,688",Yes,z_F,PhD,Doctor,12,Private,"$17,760",7,z_SUV,no,$0,0,No,2,$0,20,0
