age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
45,9,1,1,0,3492,1,1,2,20,6,46,4,-1,0,3
44,0,0,1,0,21,1,0,0,13,0,681,3,-1,0,3
57,1,1,0,0,8403,0,0,2,20,6,11,11,-1,0,3
41,9,1,1,0,978,0,0,0,29,5,55,2,-1,0,3
42,1,1,1,0,165,1,0,2,23,8,333,2,-1,0,3
49,9,2,3,0,350,0,0,0,28,4,91,3,-1,0,3
52,6,0,1,0,385,0,1,0,26,1,96,4,-1,0,3
57,1,1,1,0,2058,1,0,1,18,8,23,2,-1,0,3
29,4,2,2,0,-11,1,0,0,14,8,164,2,-1,0,3
34,1,2,0,0,505,1,0,2,13,8,351,1,-1,0,3
36,4,1,2,0,-547,1,0,0,30,0,267,1,259,2,0
39,4,1,2,0,562,0,0,0,13,11,303,2,-1,0,3
53,1,0,0,0,4222,0,0,2,9,6,112,1,-1,0,3
40,7,1,1,0,105,1,0,0,9,5,161,1,-1,0,3
38,7,2,1,0,0,1,0,2,27,8,166,2,-1,0,3
34,0,2,1,0,66,1,0,2,26,8,237,1,-1,0,3
40,7,1,1,0,0,1,1,0,2,3,226,2,-1,0,3
39,4,1,1,0,13578,1,0,0,21,9,185,2,-1,0,3
51,9,2,2,0,11222,1,0,0,21,9,126,2,171,7,0
33,0,1,1,0,1737,0,0,0,30,0,524,2,-1,0,3
59,4,0,2,0,59,1,0,2,5,8,273,1,-1,0,3
30,9,2,1,0,54,0,0,0,11,1,194,2,-1,0,3
61,9,1,0,0,2282,0,0,0,25,9,1092,1,-1,0,3
24,0,1,1,0,299,1,0,0,6,8,209,1,321,1,0
36,4,1,2,0,396,0,0,0,13,1,67,5,-1,0,3
34,9,2,2,0,184,1,0,0,30,5,87,3,-1,0,3
47,1,1,0,0,475,1,1,0,29,4,99,2,251,7,1
40,9,1,1,0,-496,0,0,1,28,5,22,2,-1,0,3
46,9,0,1,0,117,0,0,0,29,1,94,2,-1,0,3
32,4,1,2,0,713,1,0,0,11,1,76,7,-1,0,3
39,4,1,2,0,45,0,0,0,28,1,148,4,-1,0,3
35,4,2,2,0,1496,1,0,0,22,1,73,4,-1,0,3
37,7,2,0,0,0,0,1,0,6,3,155,6,245,5,1
45,9,1,3,0,886,1,0,0,13,10,75,2,42,1,0
38,1,1,0,0,4592,1,0,0,12,8,360,1,-1,0,3
52,9,1,1,0,-38,0,0,2,6,6,613,1,-1,0,3
28,1,2,0,0,431,1,0,0,13,8,68,2,363,2,0
35,4,2,2,0,-292,1,0,0,18,8,166,2,272,6,0
45,9,1,1,0,2571,0,0,2,18,6,146,2,-1,0,3
33,4,2,2,0,191,0,1,0,3,3,678,4,209,1,0
42,9,0,1,0,1689,1,0,0,31,5,50,2,-1,0,3
23,8,2,1,0,8494,0,0,0,25,1,158,2,-1,0,3
49,2,0,1,0,159,1,0,2,13,8,95,3,-1,0,3
52,9,1,2,0,7,0,1,2,5,8,175,1,-1,0,3
27,4,2,1,0,35,0,0,0,4,5,255,1,-1,0,3
34,4,1,1,0,1007,1,0,0,21,5,240,2,-1,0,3
31,9,1,1,0,106,1,0,2,13,8,101,13,-1,0,3
45,0,1,1,0,0,1,0,0,18,9,108,5,-1,0,3
32,0,1,1,0,0,0,0,2,23,8,206,3,-1,0,3
51,1,1,0,0,216,1,0,0,17,0,666,3,274,3,0
56,4,1,2,0,746,0,0,0,30,0,193,1,-1,0,3
44,0,1,1,0,764,1,0,0,3,11,232,1,213,1,0
41,1,1,1,0,193,1,0,2,29,8,130,1,-1,0,3
54,6,1,2,0,368,0,0,1,31,5,7,4,-1,0,3
31,9,2,1,0,205,1,0,2,3,6,342,2,-1,0,3
25,0,2,1,0,96,1,0,2,9,8,176,2,-1,0,3
50,9,0,1,0,8016,0,0,0,17,5,903,4,-1,0,3
41,2,1,2,0,221,1,0,2,14,8,57,2,-1,0,3
33,10,2,2,0,157,1,0,2,26,8,897,5,-1,0,3
49,1,1,0,0,4830,1,0,2,6,6,350,1,-1,0,3
34,9,2,2,0,1039,0,0,0,11,1,342,3,-1,0,3
60,5,1,0,0,71,0,0,0,10,5,121,3,-1,0,3
45,0,1,1,0,1214,1,0,0,2,3,150,2,189,2,0
40,6,1,1,0,0,0,0,2,19,6,61,1,-1,0,3
50,0,0,1,0,0,1,0,2,20,6,174,1,-1,0,3
27,4,2,1,0,116,1,0,0,6,3,138,2,-1,0,3
53,9,1,1,0,100,0,0,0,13,1,205,4,-1,0,3
31,7,2,1,0,91,1,0,0,18,8,111,2,-1,0,3
24,1,2,1,0,-398,1,0,0,18,8,14,3,355,4,1
68,5,1,2,0,2820,0,0,0,5,7,158,1,92,3,2
27,7,2,1,0,223,1,1,0,13,8,297,2,-1,0,3
46,4,2,2,0,2278,0,0,0,12,1,218,5,-1,0,3
23,9,2,1,0,-782,1,1,2,19,6,197,10,-1,0,3
76,5,1,3,0,8919,0,0,0,28,4,231,1,-1,0,3
48,2,1,1,0,104,1,1,0,18,9,55,1,-1,0,3
60,4,1,2,0,3387,0,0,0,14,1,636,2,-1,0,3
46,2,1,1,0,0,0,1,0,18,5,115,1,-1,0,3
36,0,2,1,0,449,1,0,2,20,6,136,3,-1,0,3
30,9,2,1,0,4787,1,0,0,18,9,266,1,167,2,0
33,4,2,2,0,1240,1,0,0,4,3,505,2,260,1,1
36,0,2,1,0,191,1,0,0,25,5,18,7,-1,0,3
44,1,1,2,0,2185,1,0,2,16,8,698,1,-1,0,3
36,0,2,1,0,0,1,0,0,21,9,139,2,-1,0,3
44,9,1,1,0,2857,0,0,0,5,1,318,2,-1,0,3
70,5,1,0,0,3782,0,0,0,16,7,618,1,-1,0,3
48,9,0,2,0,83,0,1,0,19,1,243,6,-1,0,3
52,4,1,2,0,6,0,0,1,19,10,57,1,-1,0,3
34,0,2,1,0,88,1,0,2,27,8,169,2,-1,0,3
35,9,1,1,0,294,1,0,0,15,6,238,6,98,5,2
54,2,1,2,0,84,0,0,0,29,5,34,2,-1,0,3
47,9,0,1,0,84,0,0,0,8,1,49,2,-1,0,3
38,1,1,1,0,602,1,0,2,30,8,161,12,-1,0,3
41,4,0,1,0,0,0,0,0,6,1,438,2,-1,0,3
28,1,1,1,0,-470,1,0,0,7,8,275,2,-1,0,3
58,7,1,1,0,-37,0,1,1,6,3,150,2,205,6,0
59,0,1,1,0,2145,0,0,1,17,9,273,2,-1,0,3
32,4,1,2,0,937,0,0,0,26,8,61,1,190,1,0
55,1,1,1,0,2059,1,0,0,11,8,149,1,259,4,0
38,1,1,1,0,3598,0,0,2,6,6,154,1,-1,0,3
40,1,1,0,0,1206,0,1,1,16,5,201,5,-1,0,3
45,2,0,2,0,1273,1,1,0,20,9,206,2,162,3,0
42,2,1,1,0,46,0,0,0,2,3,1013,1,-1,0,3
53,6,1,1,0,534,1,0,0,29,5,115,4,-1,0,3
32,9,1,1,0,-300,0,0,0,28,1,226,9,-1,0,3
55,3,1,0,0,4,0,0,0,21,9,85,3,-1,0,3
54,7,1,3,0,386,0,1,0,19,9,74,1,152,1,2
46,1,1,1,0,-396,0,1,0,4,1,115,1,-1,0,3
39,4,1,2,0,0,1,0,0,11,8,112,1,-1,0,3
36,4,0,2,0,14930,0,0,0,23,5,190,1,-1,0,3
44,4,1,2,0,-600,1,0,0,18,1,360,1,-1,0,3
28,8,2,2,0,3733,1,0,0,21,1,419,5,91,7,2
36,0,1,1,0,465,1,0,2,20,8,160,1,-1,0,3
43,9,1,1,0,994,1,1,0,5,8,51,1,-1,0,3
25,1,1,1,0,758,1,0,2,28,8,504,3,-1,0,3
31,4,1,2,0,256,1,0,0,7,5,28,24,-1,0,3
60,5,1,2,0,3461,0,0,0,3,3,128,2,-1,0,3
29,9,0,1,0,124,0,0,2,27,8,125,1,-1,0,3
46,7,0,1,0,355,1,0,0,8,8,122,2,338,8,1
31,4,1,2,0,1514,0,0,0,12,1,284,2,-1,0,3
31,4,1,2,0,40,0,0,0,2,3,118,2,-1,0,3
45,1,1,3,0,-320,1,0,2,28,8,204,3,-1,0,3
60,5,1,0,0,566,0,1,0,23,5,423,1,-1,0,3
50,3,1,1,0,388,0,0,0,8,6,152,2,89,2,2
34,4,1,2,0,577,1,0,0,20,0,243,2,153,1,0
33,0,1,1,0,17,1,0,0,13,8,74,1,351,1,0
57,3,1,0,0,260,1,0,2,16,8,38,3,-1,0,3
38,6,0,1,0,0,1,0,0,20,0,84,1,-1,0,3
42,4,1,2,0,1823,1,0,2,13,8,31,1,-1,0,3
54,6,1,0,0,1463,0,0,2,20,6,60,1,-1,0,3
46,7,0,3,0,3390,0,0,2,20,6,152,3,-1,0,3
59,4,1,0,0,2769,1,0,0,19,9,104,1,131,2,0
38,6,1,1,0,215,1,0,0,20,9,70,1,167,1,0
49,9,1,1,0,12531,0,0,0,13,1,77,8,-1,0,3
49,9,1,2,0,80,0,0,0,17,5,123,1,-1,0,3
30,9,0,2,0,317,1,0,0,25,5,67,5,-1,0,3
52,6,2,0,0,217,0,1,0,15,5,193,6,-1,0,3
38,0,1,1,0,4874,0,0,2,6,6,1291,3,-1,0,3
44,0,2,1,0,275,1,0,0,14,8,7,5,367,4,0
39,4,1,0,0,738,1,1,0,18,5,215,3,-1,0,3
38,0,1,1,0,1839,0,0,2,23,8,63,2,-1,0,3
36,9,0,1,0,556,1,0,0,18,9,154,3,189,1,0
32,7,1,1,0,207,1,0,2,23,8,360,1,-1,0,3
57,0,0,1,0,-461,1,1,2,4,6,145,8,-1,0,3
45,1,1,0,0,789,0,1,0,29,4,79,1,-1,0,3
43,4,0,2,0,1133,1,0,0,5,8,131,1,-1,0,3
42,0,2,1,0,4253,1,0,0,13,8,146,1,-1,0,3
58,5,1,1,0,255,0,0,2,28,8,362,3,-1,0,3
53,10,1,1,0,582,1,0,2,8,8,96,2,-1,0,3
30,9,1,1,0,743,0,0,0,29,4,142,2,-1,0,3
40,1,1,0,0,570,1,0,2,12,8,109,3,-1,0,3
35,0,1,1,0,786,0,1,0,25,5,322,1,-1,0,3
34,7,1,1,0,295,1,1,0,4,5,64,1,-1,0,3
35,4,1,2,0,2583,0,0,0,19,9,210,1,-1,0,3
28,1,2,1,0,1285,0,0,1,30,4,199,2,2,17,1
39,9,2,1,0,287,1,0,0,14,5,84,3,-1,0,3
51,0,1,0,0,658,1,0,2,14,8,369,1,-1,0,3
29,1,1,1,0,246,1,0,0,28,5,194,5,-1,0,3
44,2,1,2,0,3463,1,1,0,28,1,210,3,-1,0,3
32,1,0,3,0,291,1,1,2,27,6,120,6,-1,0,3
28,0,2,1,0,19,0,0,0,8,5,78,4,-1,0,3
53,1,1,1,0,5700,1,0,2,14,8,97,1,-1,0,3
81,5,0,3,0,0,0,0,1,16,10,128,1,-1,0,3
33,1,1,1,0,-346,1,1,2,23,8,29,3,-1,0,3
37,2,1,2,1,-456,1,1,2,20,6,42,7,-1,0,3
37,9,1,1,0,5953,0,0,0,5,1,1113,1,-1,0,3
35,9,2,1,0,1693,1,0,0,26,8,58,1,105,1,2
30,0,1,1,0,350,0,1,0,9,5,171,5,-1,0,3
43,1,1,0,0,-181,1,0,0,17,0,351,1,337,3,0
45,5,0,1,0,1735,0,1,2,17,6,306,1,-1,0,3
34,1,1,1,0,157,1,0,0,11,5,254,2,-1,0,3
40,0,1,1,0,67,0,1,0,19,9,359,2,152,5,0
60,0,1,0,0,-444,0,1,0,16,5,227,1,-1,0,3
54,6,1,0,0,0,0,1,1,9,5,130,2,-1,0,3
39,1,1,1,0,171,1,1,0,8,8,153,1,353,1,0
44,0,1,1,0,262,1,0,0,9,5,74,1,-1,0,3
32,9,1,2,0,0,1,0,0,19,9,231,4,-1,0,3
34,1,1,1,0,965,1,0,0,20,0,372,2,332,2,1
44,4,1,2,0,0,0,0,2,13,8,27,1,-1,0,3
30,4,2,2,0,6392,1,0,0,5,8,335,1,-1,0,3
47,11,1,3,0,194,0,0,0,4,1,108,1,-1,0,3
74,5,0,0,0,2308,0,0,1,16,11,251,2,535,2,2
27,0,1,1,0,941,1,0,0,11,5,124,1,-1,0,3
34,3,0,0,0,46,1,0,1,11,5,31,2,-1,0,3
52,3,0,1,0,131,1,1,0,11,8,87,1,-1,0,3
32,7,1,1,0,1844,1,1,0,3,3,158,4,201,6,0
42,0,1,1,0,281,1,0,2,15,8,118,1,-1,0,3
31,9,2,1,0,109,1,0,2,21,8,419,1,-1,0,3
31,9,0,1,0,268,0,0,2,16,8,118,2,-1,0,3
31,0,1,1,0,298,1,1,2,26,8,518,1,-1,0,3
57,2,1,1,1,-525,0,1,0,25,5,337,1,-1,0,3
40,4,1,0,0,738,1,1,0,2,0,399,2,258,3,0
23,1,1,1,0,94,1,0,2,5,8,193,1,-1,0,3
43,4,0,3,0,7702,0,0,0,1,11,108,7,102,3,2
45,0,0,3,0,857,0,0,1,8,5,49,7,-1,0,3
58,9,0,1,0,-354,1,1,0,7,5,98,1,-1,0,3
38,1,1,3,0,0,1,0,0,2,0,477,2,267,1,0
48,0,1,1,0,112,0,0,0,18,1,139,5,-1,0,3
47,9,0,1,0,5735,0,0,2,19,6,282,4,-1,0,3
49,9,0,2,0,1807,1,0,0,2,6,225,1,82,1,2
28,1,2,0,0,-30,1,0,0,31,5,108,5,-1,0,3
31,8,2,1,0,216,0,0,0,3,6,138,1,-1,0,3
38,9,1,2,0,127,1,0,0,14,10,113,1,50,2,2
43,1,1,1,0,1096,0,1,2,30,8,180,1,-1,0,3
52,4,1,1,0,5193,0,0,0,23,0,477,2,-1,0,3
43,0,2,1,0,6,0,0,2,16,8,244,1,-1,0,3
29,1,1,1,0,339,1,0,0,15,8,63,3,354,2,0
45,7,1,1,0,0,0,0,0,11,5,106,2,-1,0,3
59,1,1,0,0,625,0,0,0,9,5,133,1,-1,0,3
48,1,1,1,0,3776,0,0,1,4,8,254,4,-1,0,3
30,4,1,2,0,1239,0,0,0,28,1,125,5,-1,0,3
23,3,2,0,0,93,1,0,0,18,8,70,3,-1,0,3
38,9,0,2,0,304,1,0,0,20,0,8,2,-1,0,3
52,1,1,0,0,1409,1,0,2,19,6,224,1,-1,0,3
44,7,1,1,0,191,1,1,0,7,8,490,1,-1,0,3
34,1,2,1,0,79,0,1,0,20,9,104,1,-1,0,3
32,1,1,1,0,2263,0,0,0,7,8,113,2,-1,0,3
41,9,1,1,0,10438,1,0,1,15,5,141,4,-1,0,3
31,0,2,1,0,81,1,0,0,23,0,215,2,165,11,1
40,4,1,2,0,964,1,0,1,13,8,95,3,-1,0,3
52,1,0,0,0,0,0,0,0,20,9,19,1,-1,0,3
32,7,1,1,0,3839,1,0,0,18,9,100,2,189,1,0
26,0,2,1,0,586,1,1,2,12,8,215,1,-1,0,3
29,4,2,2,0,600,1,0,0,18,10,170,5,-1,0,3
31,4,1,2,0,1343,1,1,2,21,8,85,1,-1,0,3
48,1,1,3,0,113,0,0,0,11,1,104,13,-1,0,3
27,1,2,1,0,240,1,0,0,18,8,166,4,-1,0,3
30,1,1,1,0,194,1,0,0,8,8,475,3,-1,0,3
28,1,1,0,0,278,1,1,1,15,8,31,9,373,4,1
35,1,1,1,0,260,1,0,1,13,8,155,6,-1,0,3
47,9,0,1,0,1013,0,0,0,15,6,54,3,-1,0,3
35,1,1,0,0,0,1,0,0,8,8,265,1,290,2,0
31,9,1,1,0,2363,1,0,2,13,8,247,1,-1,0,3
53,1,1,1,0,913,1,0,0,23,5,730,1,-1,0,3
26,9,2,2,0,686,1,0,2,30,8,98,2,-1,0,3
35,9,1,1,0,149,1,0,0,29,4,99,1,245,2,0
29,0,1,1,0,500,1,0,0,8,8,8,8,-1,0,3
39,9,1,2,0,11766,1,0,0,14,1,313,4,102,5,0
31,9,2,1,0,137,0,0,0,27,1,27,14,-1,0,3
48,4,2,2,0,0,0,0,2,18,6,96,3,-1,0,3
36,4,2,2,0,335,0,0,2,10,10,5,1,772,4,0
27,0,1,1,0,16,1,0,0,3,3,54,3,-1,0,3
49,0,1,1,0,0,0,0,0,22,1,115,2,-1,0,3
34,9,2,2,0,9851,1,0,0,20,9,128,5,-1,0,3
28,7,2,1,0,525,0,0,0,23,5,81,1,-1,0,3
49,9,1,1,0,788,0,0,2,17,6,162,7,-1,0,3
35,1,1,2,0,1016,1,0,0,17,5,294,2,-1,0,3
53,3,0,1,0,292,0,0,2,12,6,92,2,-1,0,3
58,5,2,0,0,999,0,0,0,25,5,188,6,-1,0,3
37,1,1,1,0,2870,1,0,2,6,6,94,2,-1,0,3
27,0,2,2,0,689,0,0,0,26,4,98,1,307,1,0
30,7,2,1,0,-100,1,1,0,15,8,292,1,-1,0,3
35,1,1,3,0,1084,1,0,0,10,5,1019,1,-1,0,3
32,4,2,2,0,154,0,1,0,21,1,301,3,-1,0,3
53,1,1,1,0,1653,0,0,2,17,6,88,2,-1,0,3
34,0,1,1,0,2378,1,1,1,10,5,92,1,-1,0,3
38,4,2,2,0,1515,1,0,1,31,5,42,5,-1,0,3
34,0,1,2,0,1636,1,1,0,6,11,136,1,521,2,0
40,6,1,1,0,1516,1,1,2,23,8,373,1,-1,0,3
48,7,1,1,0,127,0,0,0,8,5,117,1,-1,0,3
30,4,2,2,0,2876,0,0,0,6,1,103,4,-1,0,3
31,4,1,2,0,1384,1,0,0,30,4,203,2,2,3,1
37,9,2,1,0,228,1,0,0,20,1,1740,2,-1,0,3
32,9,2,2,0,2481,0,0,0,18,1,547,11,-1,0,3
40,1,1,1,0,475,1,0,2,5,8,332,2,-1,0,3
41,4,0,2,0,1401,0,0,2,16,6,110,4,-1,0,3
52,9,1,3,0,425,1,0,0,28,4,219,2,254,3,0
29,1,2,1,0,244,1,0,0,15,8,19,2,-1,0,3
49,4,1,2,1,-6847,0,1,0,21,5,206,1,-1,0,3
43,4,1,2,1,0,0,0,0,27,1,25,19,-1,0,3
42,4,1,2,0,386,1,0,2,7,8,168,1,-1,0,3
37,4,1,2,0,332,1,0,0,14,1,190,2,84,7,0
57,7,0,0,0,1367,0,0,2,9,6,144,3,-1,0,3
25,0,2,1,0,120,1,0,2,3,6,542,1,-1,0,3
30,9,2,1,0,19,1,0,0,18,1,16,15,-1,0,3
31,0,1,1,0,3,1,0,0,28,5,37,12,-1,0,3
49,1,1,0,1,-98,1,0,0,20,9,182,2,-1,0,3
47,1,1,1,0,303,0,0,2,11,6,261,1,-1,0,3
57,7,0,1,0,-752,1,0,2,28,8,102,1,-1,0,3
26,8,2,2,0,97,0,0,0,27,1,382,1,-1,0,3
40,5,1,2,0,794,0,0,2,9,8,138,1,-1,0,3
34,0,2,1,0,1880,1,0,2,23,8,297,1,-1,0,3
41,1,1,3,0,732,1,0,2,16,8,25,1,-1,0,3
53,4,1,2,0,5261,0,1,0,25,5,1209,3,-1,0,3
26,0,2,1,0,712,1,0,2,6,8,232,1,-1,0,3
28,8,2,1,0,28,0,0,0,29,4,220,2,-1,0,3
54,5,1,0,0,0,1,0,0,11,5,159,2,-1,0,3
42,9,1,1,0,827,0,0,0,25,1,153,3,-1,0,3
29,8,2,1,0,110,1,0,2,7,8,169,3,-1,0,3
49,10,1,2,0,377,0,0,0,22,8,158,1,59,2,0
32,7,1,1,0,-344,0,1,0,4,3,44,1,-1,0,3
29,0,2,2,0,261,0,0,0,17,7,136,19,-1,0,3
60,1,1,3,0,104,1,0,2,5,8,22,1,-1,0,3
51,5,1,0,0,610,0,0,2,9,6,86,2,-1,0,3
40,3,0,1,0,4328,0,0,0,20,1,133,2,-1,0,3
44,1,1,2,0,1371,0,0,0,13,8,788,3,363,4,1
47,1,1,0,0,193,1,0,0,29,1,171,2,-1,0,3
32,1,2,3,0,258,1,0,0,18,8,291,2,-1,0,3
43,1,1,0,0,56,0,0,0,12,8,365,2,-1,0,3
59,5,1,1,0,136,0,0,0,6,1,301,4,-1,0,3
24,1,1,1,0,1222,1,0,0,20,0,369,1,-1,0,3
26,0,2,2,0,3672,1,0,2,29,8,360,5,-1,0,3
37,1,2,3,0,2188,0,0,2,16,8,193,8,-1,0,3
27,4,2,1,0,924,1,0,0,3,3,84,1,-1,0,3
32,9,1,1,0,11431,0,0,0,12,1,141,5,-1,0,3
44,1,1,0,0,140,1,0,2,15,8,7,9,-1,0,3
34,9,0,1,0,27,1,0,2,26,8,133,3,-1,0,3
39,4,1,2,0,-468,1,1,0,8,1,88,2,-1,0,3
30,7,2,1,0,438,1,0,0,18,8,98,1,178,1,0
44,0,0,1,0,-43,1,1,0,20,0,206,1,-1,0,3
22,8,2,2,0,1161,0,1,0,16,6,119,1,-1,0,3
28,7,2,1,0,458,0,0,0,4,3,112,4,201,3,0
41,1,1,0,0,-441,1,0,0,5,8,352,1,-1,0,3
30,9,1,1,0,2278,0,1,1,19,9,47,1,-1,0,3
36,9,2,1,0,0,0,0,0,28,1,8,13,-1,0,3
39,7,1,1,0,702,1,0,0,8,0,303,1,300,1,0
38,9,2,2,0,69,1,0,0,13,8,253,3,-1,0,3
31,7,1,1,0,182,0,0,0,20,1,231,2,-1,0,3
29,4,1,2,0,318,1,0,0,18,8,1434,2,356,4,0
42,1,1,0,0,-181,1,0,2,15,8,297,3,-1,0,3
27,9,2,1,0,261,1,0,0,29,4,236,2,247,2,0
55,7,1,1,0,244,1,0,0,8,8,171,1,-1,0,3
28,9,1,1,0,880,1,0,2,26,8,188,1,-1,0,3
47,9,1,1,0,2283,1,0,0,21,9,170,2,-1,0,3
49,9,1,1,0,550,1,0,2,5,6,412,2,-1,0,3
38,2,1,2,0,7752,1,0,0,15,5,138,4,-1,0,3
53,9,1,1,0,6,1,0,2,5,8,517,1,-1,0,3
31,1,1,1,0,4471,1,0,2,9,8,296,2,-1,0,3
57,3,1,0,0,1969,0,0,0,14,1,286,3,-1,0,3
36,4,2,2,0,219,0,0,0,3,3,22,6,196,6,0
38,4,1,2,0,76,1,0,0,20,0,167,2,287,3,0
30,0,2,1,0,60,0,0,0,29,4,55,2,-1,0,3
36,4,2,2,0,8,0,0,0,29,5,858,7,-1,0,3
29,7,1,1,0,19,1,0,0,29,5,327,6,-1,0,3
32,0,1,1,0,20011,0,0,0,20,0,234,1,-1,0,3
48,10,1,0,0,608,0,0,0,30,5,362,2,-1,0,3
53,5,1,0,0,1068,0,0,0,28,4,200,1,-1,0,3
35,9,1,2,0,-269,1,1,0,14,8,344,4,-1,0,3
48,4,1,2,0,494,0,0,0,29,1,81,8,-1,0,3
31,2,2,1,0,159,1,0,0,21,9,66,1,182,1,0
30,9,2,1,0,-754,1,1,2,26,8,974,1,-1,0,3
28,0,1,1,0,157,1,1,0,28,5,164,2,-1,0,3
42,4,1,2,0,2110,0,1,0,31,5,106,2,-1,0,3
31,3,1,0,0,2603,1,0,0,18,9,224,1,-1,0,3
36,4,2,1,0,992,0,0,2,6,6,351,1,-1,0,3
43,9,2,1,0,593,1,0,2,5,8,55,1,-1,0,3
28,8,1,2,0,327,1,0,0,15,8,104,3,-1,0,3
34,4,2,2,0,6766,0,0,0,28,1,210,5,-1,0,3
36,9,1,1,0,432,1,1,2,4,1,94,1,-1,0,3
28,0,2,1,0,25,1,0,2,5,6,109,2,-1,0,3
34,1,1,0,0,5299,1,0,2,26,6,75,5,-1,0,3
53,0,2,1,0,291,0,0,2,23,5,145,1,-1,0,3
52,6,1,1,0,517,0,0,0,26,1,77,4,-1,0,3
44,10,1,0,0,97,1,0,2,5,6,105,3,-1,0,3
58,6,1,2,0,1636,0,0,0,15,0,187,1,-1,0,3
47,0,1,1,0,996,0,0,1,29,1,247,2,-1,0,3
40,1,2,1,0,0,1,0,2,27,8,59,4,-1,0,3
39,4,1,2,0,710,1,0,0,11,5,211,2,-1,0,3
33,6,2,2,0,1049,0,0,0,4,8,126,4,-1,0,3
23,8,2,1,0,556,1,0,0,15,8,170,2,-1,0,3
31,7,2,1,0,629,1,0,2,21,8,369,2,-1,0,3
39,1,1,0,0,186,1,0,2,16,8,208,3,-1,0,3
42,4,0,2,0,0,0,0,2,19,8,131,2,-1,0,3
46,0,1,1,0,1264,0,0,1,28,4,100,2,-1,0,3
22,8,2,1,0,64,0,0,0,4,6,112,1,-1,0,3
50,9,1,1,0,2497,1,0,0,21,9,35,1,176,1,0
50,9,2,1,0,-97,1,0,0,8,0,425,1,306,2,0
34,4,1,2,0,161,1,0,0,11,5,378,1,-1,0,3
40,0,1,1,0,732,0,0,0,9,11,71,1,139,4,2
39,1,1,1,0,94,1,1,0,19,9,181,1,-1,0,3
51,1,1,2,0,2404,1,0,1,20,9,30,1,-1,0,3
45,4,1,1,0,21,1,0,2,3,6,788,2,-1,0,3
34,9,2,2,0,2658,1,0,0,31,7,265,1,230,2,0
30,6,1,1,0,131,1,0,2,8,8,306,1,-1,0,3
57,10,1,0,0,0,1,0,0,20,9,231,2,-1,0,3
42,1,1,1,0,351,1,0,2,16,8,76,21,-1,0,3
51,9,1,1,0,564,0,1,0,8,5,187,2,-1,0,3
38,1,1,0,0,2240,1,0,0,19,9,551,1,183,1,0
60,6,1,0,0,46,1,0,2,6,8,202,4,-1,0,3
38,1,1,0,0,132,1,0,0,14,8,797,2,-1,0,3
37,5,1,1,0,71,0,1,0,8,8,254,1,-1,0,3
34,4,2,2,0,0,1,1,0,26,8,197,2,98,1,1
39,3,1,0,0,267,0,0,2,9,6,1151,5,-1,0,3
55,7,1,1,0,841,1,0,0,15,8,140,9,372,4,0
48,1,1,0,0,51,0,1,1,9,5,76,1,-1,0,3
42,1,1,0,0,7735,1,0,0,13,0,166,1,144,2,0
29,3,1,0,0,417,0,0,0,23,5,108,2,-1,0,3
33,1,2,1,0,-14,1,0,0,14,8,223,2,-1,0,3
35,1,1,0,0,2490,1,0,0,18,8,170,1,180,3,0
28,0,1,1,0,0,1,0,0,7,8,47,1,-1,0,3
26,1,2,1,0,184,0,0,0,3,3,110,2,6,1,1
40,7,2,1,0,19343,1,0,0,21,9,13,4,179,4,0
42,0,1,1,0,947,0,0,0,30,5,158,2,-1,0,3
49,1,1,1,0,90,1,0,2,7,8,127,1,-1,0,3
32,0,2,1,0,10218,1,0,0,19,9,149,2,-1,0,3
33,9,1,1,1,72,1,0,2,6,8,623,1,-1,0,3
30,9,2,1,0,120,1,0,0,18,8,74,1,-1,0,3
20,8,2,1,0,130,0,0,1,4,8,75,3,-1,0,3
51,1,1,3,0,41,1,0,1,9,5,16,43,-1,0,3
38,1,2,0,0,0,1,0,0,7,8,350,2,-1,0,3
53,9,1,2,0,673,1,0,0,9,5,182,1,-1,0,3
34,1,0,1,0,-131,1,0,0,7,8,132,1,356,1,0
30,1,1,0,0,2607,1,0,2,28,8,158,10,-1,0,3
36,10,0,1,0,5,1,0,0,8,5,305,1,-1,0,3
36,4,1,2,0,23,0,0,0,26,1,133,11,-1,0,3
39,1,1,1,0,180,1,0,0,16,0,237,1,-1,0,3
33,9,2,2,0,68,0,0,0,14,1,96,2,-1,0,3
42,4,1,2,0,0,0,0,0,13,1,325,2,-1,0,3
30,4,2,2,0,565,1,0,0,26,10,104,1,-1,0,3
23,9,2,1,0,598,0,0,0,30,0,166,1,-1,0,3
37,9,2,2,0,1609,0,1,2,20,6,10,19,-1,0,3
77,5,1,2,0,1047,0,0,0,30,6,108,5,-1,0,3
33,9,1,2,0,5641,0,0,0,18,1,168,2,-1,0,3
33,1,2,0,0,557,1,0,0,17,0,91,2,331,2,0
40,1,2,1,0,1066,1,0,2,21,8,171,1,-1,0,3
58,5,1,1,0,35,0,0,0,29,5,336,7,-1,0,3
29,4,2,2,0,54,1,1,2,26,8,257,3,-1,0,3
43,4,2,2,0,1806,1,0,0,12,1,161,2,-1,0,3
34,1,2,1,0,39,0,0,0,13,8,254,2,299,3,0
38,0,0,1,0,0,1,0,0,21,5,93,1,-1,0,3
38,0,0,1,0,930,1,0,0,5,8,46,1,-1,0,3
