age,balance,duration,campaign,pdays,housing_cat,poutcome_success,deposit_cat
24,2573,375,2,10000,0,0,1
31,-537,1039,7,10000,1,0,1
62,1128,236,1,290,0,0,1
33,2780,485,1,10000,0,0,1
67,405,344,2,95,0,1,1
44,706,204,1,10000,0,0,1
79,2661,254,5,10000,0,0,1
30,2734,459,3,10000,0,0,1
38,196,574,1,10000,0,0,1
31,533,372,1,90,0,1,1
38,6728,252,4,10000,0,0,1
36,1227,775,5,341,1,0,1
30,5,840,3,10000,0,0,1
34,197,78,3,10000,0,0,1
27,13,475,3,10000,0,0,1
32,284,717,3,10000,1,0,1
37,33,186,1,10000,1,0,1
56,2333,244,1,10000,0,0,1
28,1705,412,2,10000,0,0,1
49,2039,451,1,169,1,0,1
23,381,696,1,189,0,0,1
56,3738,156,1,305,1,0,1
54,4401,414,1,183,0,1,1
59,553,1272,3,10000,1,0,1
53,-725,1205,1,10000,1,0,1
51,67,835,1,10000,0,0,1
31,330,309,1,181,0,1,1
62,5943,196,4,10000,0,0,1
38,25,232,2,10000,1,0,1
25,316,347,2,10000,0,0,1
43,4389,618,1,10000,0,0,1
45,0,264,1,10000,0,0,1
78,1389,335,1,10000,0,0,1
30,398,102,1,180,0,1,1
69,247,138,2,10000,0,0,1
48,0,431,2,10000,0,0,1
31,131,151,1,10000,1,0,1
57,604,187,1,10000,0,0,0
45,0,102,1,10000,1,0,0
48,238,118,2,81,1,1,0
34,673,89,1,260,1,0,0
37,7944,102,1,10000,0,0,0
32,3696,315,3,10000,0,0,0
35,347,231,1,10000,0,0,0
31,-199,149,5,299,1,0,0
54,337,302,2,10000,1,0,0
52,5091,309,1,10000,0,0,0
29,970,240,1,10000,1,0,0
34,258,131,2,10000,1,0,0
37,614,185,1,10000,1,0,0
66,1929,169,1,10000,0,0,0
33,2362,271,4,10000,1,0,0
60,8121,98,7,10000,1,0,0
55,608,161,2,10000,1,0,0
34,3723,47,5,10000,1,0,0
52,117,164,2,10000,0,0,0
29,363,164,1,10000,1,0,0
43,130,193,1,10000,1,0,0
57,2225,8,4,10000,1,0,0
32,-105,454,19,10000,1,0,0
67,7687,70,3,10000,0,0,0
45,222,119,11,10000,0,0,0
47,736,212,2,10000,0,0,0
31,84,157,4,10000,0,0,0
52,196,119,3,10000,1,0,0
41,2123,130,2,10000,0,0,0
35,-482,472,1,10000,1,0,0
48,700,488,2,10000,1,0,0
53,1388,139,4,10000,0,0,0
59,222,97,1,10000,0,0,0
26,592,174,1,10000,1,0,0
30,0,95,2,10000,0,0,0
56,411,145,4,10000,0,0,0
41,-104,32,3,10000,1,0,0
52,475,121,3,10000,1,0,0
35,181,217,4,301,1,0,0
41,653,60,2,10000,1,0,0
39,0,46,2,10000,1,0,0
51,0,263,1,84,1,0,0
46,942,240,3,119,0,0,0
43,13,977,4,10000,0,0,0
31,200,315,2,10000,0,0,0
56,660,72,3,10000,1,0,0
35,1309,73,3,10000,1,0,0
58,-364,355,1,10000,1,0,0
33,-616,320,1,10000,1,0,0
36,2596,60,6,10000,0,0,0
49,5802,175,3,104,0,1,0
47,568,256,2,10000,1,0,0
61,296,323,2,10000,1,0,0
45,561,340,7,10000,1,0,0
53,2894,163,1,10000,1,0,0
31,2344,221,6,10000,1,0,0
35,1345,135,1,10000,1,0,0
55,171,73,6,10000,1,0,0
50,1838,221,8,10000,1,0,0
53,549,74,2,10000,0,0,0
45,1097,174,1,208,1,0,0
45,1148,782,2,10000,0,0,0
32,3818,100,4,10000,0,0,0
33,934,244,2,10000,1,0,0
51,-637,233,2,10000,1,0,0
27,65,59,1,10000,1,0,0
37,24,136,1,105,1,0,0
45,907,230,8,10000,0,0,0
40,100,218,2,10000,1,0,0
41,686,888,3,10000,1,0,0
35,3,217,1,10000,1,0,0
62,4692,73,1,10000,1,0,0
42,-197,66,7,10000,1,0,0
38,4335,640,1,10000,1,0,0
36,664,309,3,10000,0,0,0
59,307,250,7,10000,1,0,0
46,5,305,2,10000,1,0,0
42,-67,128,1,10000,1,0,0
27,3754,106,3,98,0,0,0
44,1139,64,1,10000,1,0,0
32,250,202,1,10000,1,0,0
32,3695,34,1,353,1,0,0
43,1025,106,1,10000,1,0,0
38,328,230,2,10000,0,0,0
40,0,297,1,28,1,0,0
44,6203,129,1,10000,1,0,0
49,1904,131,2,10000,0,0,0
37,347,282,1,10000,1,0,0
40,1289,260,2,10000,0,0,0
54,129,132,1,10000,1,0,0
38,178,245,1,10000,1,0,0
45,81,61,3,10000,0,0,0
49,599,174,1,10000,0,0,0
46,190,370,2,10000,1,0,0
39,0,262,1,10000,1,0,0
56,563,100,2,168,1,0,0
37,105,69,2,10000,1,0,0
39,3518,440,1,10000,1,0,0
53,248,99,1,126,0,0,0
38,961,346,1,10000,1,0,0
25,640,492,2,10000,1,0,0
35,1144,197,13,10000,0,0,0
47,0,308,1,10000,0,0,0
40,4381,126,2,10000,0,0,0
31,1134,174,2,10000,0,0,0
50,570,21,3,10000,0,0,0
40,0,167,2,10000,1,0,0
55,357,526,1,103,1,0,0
31,593,391,2,10000,1,0,0
59,229,19,1,10000,1,0,0
52,0,85,3,10000,0,0,0
55,1157,289,1,412,0,0,0
49,234,55,6,10000,0,0,0
31,322,159,1,10000,1,0,0
55,113,186,1,10000,1,0,0
38,2139,576,1,10000,1,0,0
52,2251,58,9,10000,1,0,0
57,0,95,1,10000,0,0,0
65,2756,1353,2,10000,0,0,0
53,7132,88,2,10000,0,0,0
34,2047,57,5,10000,1,0,0
41,0,256,1,10000,0,0,0
44,1151,127,2,10000,1,0,0
49,5244,60,4,10000,0,0,0
39,1,506,2,10000,1,0,0
54,203,70,1,10000,0,0,0
22,2162,168,1,10000,0,0,0
31,337,51,1,10000,0,0,0
53,0,207,1,10000,0,0,0
59,2,164,2,10000,0,0,0
59,1365,327,1,10000,0,0,0
56,2366,538,2,188,1,0,0
52,-803,131,3,10000,1,0,0
57,873,441,3,10000,0,0,0
41,-76,263,1,10000,1,0,0
39,2990,127,4,10000,0,0,0
35,538,66,4,10000,1,0,0
53,6388,203,2,10000,1,0,0
35,840,281,4,10000,1,0,0
25,1847,137,2,10000,0,0,0
34,40,302,2,10000,1,0,0
38,30,91,1,10000,0,0,0
42,860,90,3,10000,1,0,0
28,123,97,1,10000,1,0,0
35,667,10,5,324,1,0,0
34,601,184,3,10000,0,0,0
32,616,118,7,10000,1,0,0
38,259,63,1,10000,0,0,0
32,307,96,1,201,0,1,0
41,-29,41,2,266,0,0,0
41,849,100,4,10000,1,0,0
26,47,63,1,10000,1,0,0
60,2194,31,3,263,1,0,0
51,3413,146,7,10000,0,0,0
24,1299,113,2,10000,1,0,0
37,622,175,1,10000,1,0,0
44,1901,165,2,10000,0,0,0
74,166,99,1,10000,0,0,0
50,1717,416,8,10000,0,0,0
31,-160,202,2,10000,1,0,0
31,89,297,3,10000,0,0,0
25,493,301,1,10000,1,0,0
39,2644,253,1,10000,1,0,0
30,596,125,2,10000,0,0,0
60,0,321,4,87,0,0,0
48,606,231,4,10000,1,0,0
30,-346,88,1,10000,1,0,0
43,550,107,2,10000,1,0,0
44,237,54,1,10000,1,0,0
29,415,161,1,10000,0,0,0
46,-125,23,1,10000,1,0,0
28,1984,32,2,14,1,0,0
34,121,57,6,10000,1,0,0
42,266,228,1,10000,0,0,0
59,1723,70,1,10000,0,0,0
27,1049,389,3,10000,0,0,0
36,21,35,1,10000,0,0,0
34,341,195,1,10000,1,0,0
30,233,382,10,10000,1,0,0
50,247,173,1,10000,0,0,0
50,3117,44,2,164,0,0,0
45,242,510,1,198,0,0,0
40,24,185,1,10000,1,0,0
49,7007,325,2,10000,0,0,0
54,1851,296,3,10000,0,0,0
31,573,58,1,269,1,0,0
35,1178,220,2,183,1,0,0
34,748,161,1,10000,1,0,0
48,-407,210,2,352,1,0,0
51,4695,8,10,10000,0,0,0
47,2500,240,1,10000,0,0,0
45,86,64,5,10000,0,0,0
33,968,95,10,10000,0,0,0
33,192,255,1,10000,0,0,0
27,93,4,1,10000,0,0,0
47,0,234,1,10000,1,0,0
54,0,309,3,10000,1,0,0
37,-491,80,2,10000,1,0,0
43,1517,45,1,10000,0,0,0
49,0,102,1,10000,1,0,0
43,775,98,1,106,0,0,0
27,276,311,2,10000,1,0,0
44,5781,195,1,10000,1,0,0
37,0,217,6,10000,1,0,0
50,901,8,6,10000,1,0,0
50,431,12,5,10000,1,0,0
52,911,29,2,10000,0,0,0
26,96,606,1,345,0,0,0
35,0,199,1,10000,1,0,0
47,-288,107,7,10000,1,0,0
55,2923,104,2,10000,1,0,0
26,16,249,2,10000,0,0,0
37,744,161,3,10000,1,0,0
56,551,27,1,10000,0,0,0
33,322,77,3,10000,1,0,0
36,199,183,1,10000,1,0,0
32,0,360,2,10000,0,0,0
30,0,262,6,10000,0,0,0
39,633,105,2,133,0,0,0
28,203,145,2,10000,0,0,0
36,583,859,1,235,0,0,0
39,2749,128,1,10000,1,0,0
48,769,58,2,184,0,0,0
34,1924,161,2,253,1,0,0
50,1064,31,2,10000,1,0,0
26,1099,99,2,225,0,0,0
35,2971,112,2,10000,0,0,0
44,2657,202,2,10000,1,0,0
47,21,229,2,10000,1,0,0
62,0,113,3,182,0,0,0
55,0,222,3,187,0,0,0
26,9447,113,1,100,0,0,0
88,433,161,1,274,0,0,0
28,375,43,1,350,1,0,0
41,2399,303,2,351,1,0,0
25,148,421,1,10000,0,0,0
40,224,606,1,10000,0,0,0
35,147,358,1,337,1,0,0
65,744,182,1,10000,0,0,0
40,-94,90,1,10000,1,0,0
43,9,89,5,401,1,0,0
29,1218,258,2,10000,0,0,0
48,1106,265,1,10000,0,0,0
35,0,277,1,10000,1,0,0
30,167,9,1,10000,0,0,0
32,0,415,2,10000,1,0,0
30,324,585,4,10000,0,0,0
30,127,16,6,368,1,0,0
24,230,73,1,10000,1,0,0
29,344,279,2,10000,1,0,0
44,105,1529,2,10000,1,0,0
42,634,256,2,10000,1,0,0
45,317,325,2,10000,1,0,0
57,2234,201,5,10000,0,0,0
36,223,12,3,10000,1,0,0
49,230,96,1,10000,1,0,0
30,0,214,2,10000,0,0,0
48,313,208,1,10000,0,0,0
32,289,63,1,257,1,0,0
35,0,139,1,10000,1,0,0
40,3676,101,1,10000,1,0,0
32,-184,129,2,197,1,0,0
37,3954,87,1,117,1,0,0
37,2951,101,3,10000,0,0,0
43,78,36,1,109,1,0,0
48,1526,273,2,10000,0,0,0
36,0,193,5,10000,1,0,0
33,233,221,4,10000,1,0,0
33,67,316,4,10000,1,0,0
36,38,308,4,10000,0,0,0
65,1948,102,2,10000,0,0,0
50,5296,64,7,10000,0,0,0
34,612,192,1,10000,0,0,0
35,4872,34,3,10000,1,0,0
32,131,112,1,81,1,0,0
34,4943,117,2,10000,1,0,0
34,-257,160,1,368,1,0,0
33,331,139,3,10000,1,0,0
45,105,119,1,10000,1,0,0
35,1160,62,1,10000,0,0,0
53,4930,228,2,10000,0,0,0
39,471,161,2,10000,1,0,0
38,35,130,2,10000,1,0,0
35,1750,422,1,175,1,1,0
52,5275,1029,3,10000,0,0,0
30,728,393,1,261,1,0,0
37,0,143,1,10000,0,0,0
33,263,79,4,94,0,0,0
52,601,249,2,10000,1,0,0
29,6429,535,1,352,1,0,0
28,1076,537,5,10000,1,0,0
37,-57,55,5,10000,1,0,0
33,2,132,2,10000,0,0,0
32,514,414,2,10000,1,0,0
25,-375,61,2,10000,1,0,0
37,28,101,2,10000,0,0,0
34,404,10,6,10000,1,0,0
40,3430,1855,3,10000,1,0,0
40,99,15,5,10000,0,0,0
38,2669,208,2,10000,1,0,0
39,202,59,1,301,1,0,0
37,715,247,2,10000,1,0,0
35,674,274,2,10000,1,0,0
33,312,271,1,369,0,0,0
38,1463,425,4,10000,1,0,0
37,789,93,1,190,1,0,0
29,7,51,1,179,0,0,0
42,473,54,1,10000,1,0,0
45,3150,101,2,10000,1,0,0
42,12223,36,1,10000,1,0,0
33,1541,423,2,10000,1,0,0
35,142,266,2,168,1,0,0
30,3,174,1,10000,1,0,0
31,1207,163,2,10000,1,0,0
45,351,18,2,10000,1,0,0
44,777,517,3,350,1,0,0
31,997,256,1,190,1,0,0
30,15,257,1,10000,1,0,0
54,2819,123,3,10000,0,0,0
35,126,472,1,10000,1,0,0
36,953,38,1,10000,1,0,0
55,10,174,3,10000,0,0,0
45,-577,204,1,10000,1,0,0
30,1159,95,1,68,0,1,0
57,1350,131,1,388,0,0,0
59,88,63,5,10000,1,0,0
47,-245,67,4,10000,1,0,0
34,161,61,2,10000,0,0,0
46,41,249,4,10000,1,0,0
56,450,47,1,10000,0,0,0
24,782,12,7,91,0,0,0
40,-666,107,2,10000,1,0,0
50,-151,63,2,10000,1,0,0
31,55,340,2,10000,1,0,0
37,-666,204,2,10000,1,0,0
45,87,96,1,360,1,0,0
45,4629,285,2,10000,0,0,0
36,2176,52,2,10000,1,0,0
57,3431,55,2,189,1,0,0
39,208,170,4,10000,0,0,0
47,0,173,1,10000,1,0,0
44,240,155,2,10000,1,0,0
39,1388,150,5,10000,1,0,0
40,5807,98,1,10000,1,0,0
48,17,195,1,10000,1,0,0
56,0,112,4,10000,0,0,0
50,1743,49,5,10000,1,0,0
29,1008,426,9,10000,1,0,0
33,151,104,3,236,1,0,0
57,3196,161,4,10000,0,0,0
54,1411,56,2,10000,0,0,0
64,630,97,1,10000,0,0,0
61,0,280,13,10000,1,0,0
36,561,198,2,10000,1,0,0
50,0,94,4,10000,1,0,0
30,281,105,2,10000,0,0,0
40,40,73,1,10000,1,0,0
40,0,109,8,10000,0,0,0
30,1032,52,5,10000,1,0,0
55,-207,211,1,10000,0,0,0
59,235,119,2,10000,0,0,0
37,0,65,2,119,1,0,0
53,367,155,1,261,1,0,0
56,505,221,1,169,1,0,0
33,804,266,1,10000,1,0,0
49,-301,187,4,10000,1,0,0
47,-813,179,25,10000,1,0,0
34,79,83,1,10000,1,0,0
33,50,246,2,10000,1,0,0
31,1205,462,1,328,1,0,0
44,365,169,2,10000,1,0,0
50,-1415,358,2,10000,0,0,0
39,223,277,1,10000,0,0,0
41,1897,335,3,10000,1,0,0
33,22867,73,1,440,1,0,0
40,949,182,1,10000,0,0,0
42,1165,485,6,10000,1,0,0
37,1655,178,1,175,1,0,0
56,260,250,2,10000,1,0,0
49,0,468,2,10000,1,0,0
35,-880,77,3,10000,0,0,0
41,107,122,17,10000,1,0,0
52,1624,114,3,10000,0,0,0
33,1257,66,1,10000,1,0,0
40,355,345,2,138,1,0,0
44,579,198,2,10000,1,0,0
39,1403,214,8,326,0,0,0
39,-176,176,1,10000,0,0,0
28,-513,95,8,10000,0,0,0
45,586,32,3,10000,0,0,0
63,1840,71,3,10000,0,0,0
32,720,234,4,10000,0,0,0
28,97,67,1,10000,1,0,0
36,13,106,1,10000,0,0,0
34,140,81,2,365,1,0,0
45,521,259,3,10000,1,0,0
30,364,331,1,10000,1,0,0
59,416,92,3,10000,0,0,0
54,3304,90,7,10000,0,0,0
47,1880,64,2,10000,0,0,0
41,982,105,1,10000,0,0,0
35,0,124,4,10000,0,0,0
38,173,130,2,10000,1,0,0
36,911,275,3,10000,1,0,0
39,0,62,1,10000,1,0,0
48,549,427,1,10000,1,0,0
42,704,88,10,10000,1,0,0
24,476,161,1,10000,1,0,0
57,3738,220,1,367,1,1,0
35,634,185,2,10000,0,0,0
32,1134,85,4,10000,0,0,0
26,-128,392,2,10000,0,0,0
27,7102,141,9,10000,1,0,0
47,186,112,2,10000,0,0,0
32,1918,318,1,172,1,0,0
48,0,453,1,10000,0,0,0
43,250,144,5,342,1,0,0
30,31,23,1,10000,1,0,0
28,631,835,7,10000,0,0,0
32,62,166,1,10000,1,0,0
26,479,133,3,10000,1,0,0
38,1121,203,1,10000,0,0,0
30,138,187,1,10000,1,0,0
33,0,399,2,358,1,0,0
37,239,140,2,10000,1,0,0
47,866,7,7,10000,0,0,0
36,1466,441,1,10000,1,0,0
48,3570,58,2,10000,0,0,0
47,440,147,1,10000,0,0,0
34,714,166,4,10000,1,0,0
28,674,921,4,10000,1,0,0
54,127,176,4,10000,0,0,0
33,588,11,5,10000,1,0,0
41,-413,170,2,10000,1,0,0
41,882,145,2,10000,1,0,0
42,877,238,1,10000,1,0,0
32,337,51,3,368,0,0,0
47,192,120,6,10000,0,0,0
36,3350,86,1,269,1,0,0
34,99,264,2,10000,0,0,0
36,806,106,2,259,1,0,0
50,6739,68,3,10000,1,0,0
53,228,97,1,10000,1,0,0
49,-232,106,2,10000,0,0,0
39,556,322,1,10000,1,0,0
47,761,80,2,10000,1,0,0
57,207,193,1,10000,1,0,0
30,221,61,4,10000,0,0,0
54,865,71,1,10000,1,0,0
35,0,276,5,10000,0,0,0
47,1851,140,2,10000,1,0,0
38,-272,143,2,10000,0,0,0
40,367,89,1,274,1,0,0
51,0,85,1,10000,0,0,0
51,230,673,1,10000,1,0,0
57,0,189,2,10000,0,0,0
41,1954,65,1,110,0,1,0
31,379,570,2,10000,1,0,0
59,-341,94,3,10000,0,0,0
26,179,333,4,10000,1,0,0
41,13,189,2,10000,0,0,0
39,839,365,2,774,0,0,0
25,192,112,2,10000,0,0,0
33,576,220,1,111,0,0,0
35,643,322,1,10000,1,0,0
49,342,433,2,228,0,0,0
31,1329,134,1,10000,1,0,0
40,219,357,1,10000,1,0,0
32,141,78,3,89,1,1,0
42,402,31,7,330,0,0,0
33,8023,107,1,105,0,0,0
48,1131,49,1,10000,0,0,0
28,1925,139,1,93,0,1,0
43,0,71,3,10000,0,0,0
30,103,2053,2,317,1,0,0
41,1395,85,1,308,1,0,0
55,621,114,1,208,0,0,0
55,1161,8,6,10000,1,0,0
54,24,12,10,10000,0,0,0
55,2,392,4,10000,0,0,0
57,295,151,11,10000,0,0,0
27,-208,127,2,10000,1,0,0
28,258,93,1,10000,0,0,0
51,119,200,1,165,0,0,0
27,967,162,1,10000,1,0,0
40,-90,130,1,10000,1,0,0
56,0,413,2,10000,0,0,0
35,0,251,3,10000,1,0,0
47,392,125,1,10000,1,0,0
49,23,247,1,10000,1,0,0
35,2486,265,1,10000,1,0,0
50,81,64,1,10000,0,0,0
55,1563,128,2,10000,1,0,0
56,1602,427,1,10000,1,0,0
35,2144,188,2,10000,1,0,0
42,273,315,1,10000,0,0,0
34,455,372,3,10000,1,0,0
40,1038,741,1,10000,0,0,0
33,-384,125,1,10000,1,0,0
33,307,806,4,10000,0,0,0
59,93,193,2,10000,0,0,0
51,127,69,1,10000,0,0,0
47,-150,52,4,10000,0,0,0
48,20718,125,1,10000,1,0,0
31,-218,227,15,10000,1,0,0
39,5222,239,2,177,1,0,0
52,484,128,1,10000,1,0,0
28,75,233,2,10000,1,0,0
56,1480,576,1,10000,1,0,0
47,1111,415,4,10000,0,0,0
77,639,127,7,10000,0,0,0
39,29,214,2,10000,1,0,0
31,6374,922,2,10000,1,0,0
39,363,184,1,10000,1,0,0
32,-94,308,1,10000,1,0,0
59,92,139,2,350,1,0,0
42,222,80,16,10000,0,0,0
50,249,129,1,10000,1,0,0
44,1450,356,1,314,1,0,0
47,2290,54,1,10000,0,0,0
51,0,81,1,10000,0,0,0
34,1026,319,1,100,0,0,0
36,3953,277,1,10000,1,0,0
32,1426,114,1,10000,1,0,0
28,53,93,1,10000,1,0,0
34,160,130,1,10000,1,0,0
40,171,1241,3,10000,0,0,0
49,3237,232,3,10000,1,0,0
30,192,423,1,10000,0,0,0
56,0,122,1,10000,0,0,0
28,385,79,4,193,0,0,0
31,2591,55,1,10000,1,0,0
28,39,22,7,10000,0,0,0
53,44,256,1,10000,0,0,0
38,5432,707,1,149,1,0,0
54,349,176,2,175,1,0,0
36,20,766,2,150,1,0,0
60,381,208,2,344,1,0,0
40,4025,107,4,10000,1,0,0
50,167,201,3,10000,0,0,0
28,278,194,1,10000,0,0,0
33,263,206,3,10000,1,0,0
53,4968,109,1,87,0,0,0
38,581,79,1,10000,1,0,0
34,682,472,3,10000,0,0,0
41,779,647,10,10000,0,0,0
64,2139,632,2,10000,0,0,0
45,5888,45,5,10000,1,0,0
38,0,146,4,10000,1,0,0
57,3431,73,1,10000,1,0,0
34,188,399,1,10000,0,0,0
36,3214,124,2,10000,1,0,0
30,873,119,1,167,1,1,0
32,-32,145,1,10000,1,0,0
42,1958,124,3,10000,1,0,0
35,76,107,1,10000,0,0,0
42,1013,117,8,10000,0,0,0
50,2731,111,2,10000,0,0,0
38,93,515,2,10000,0,0,0
38,173,205,4,10000,0,0,0
55,384,75,1,10000,0,0,0
60,491,503,4,10000,0,0,0
33,728,275,5,10000,1,0,0
30,411,948,1,10000,1,0,0
30,265,295,1,93,0,1,0
51,-3,79,2,10000,0,0,0
37,586,141,2,10000,1,0,0
37,-196,166,2,10000,1,0,0
45,700,29,4,10000,1,0,0
37,-67,157,1,10000,0,0,0
48,1600,448,1,10000,0,0,0
42,508,70,1,10000,1,0,0
49,486,229,5,10000,0,0,0
36,243,160,2,360,1,0,0
54,203,238,8,10000,1,0,0
52,1944,238,3,323,1,0,0
30,882,102,6,10000,0,0,0
37,2924,74,2,10000,0,0,0
31,20,52,1,10000,0,0,0
26,1417,60,3,10000,1,0,0
51,340,186,1,10000,1,0,0
34,4062,29,1,10000,1,0,0
26,133,57,3,10000,0,0,0
32,0,107,2,10000,1,0,0
38,8876,280,1,75,0,0,0
52,423,139,2,96,1,0,0
44,58,72,3,10000,1,0,0
31,5,216,1,10000,1,0,0
38,175,132,2,10000,0,0,0
32,1349,132,2,10000,1,0,0
41,6596,88,1,10000,1,0,0
48,1741,40,1,10000,1,0,0
29,25,188,2,10000,1,0,0
41,0,161,1,10000,1,0,0
49,4374,68,3,10000,1,0,0
40,16,47,4,10000,0,0,0
27,574,196,3,10000,1,0,0
45,615,133,1,10000,1,0,0
48,0,139,1,10000,1,0,0
31,395,174,3,10000,0,0,0
45,678,104,3,10000,0,0,0
43,25,121,2,10000,0,0,0
31,626,211,1,10000,1,0,0
37,165,315,1,83,0,0,0
38,746,256,3,10000,0,0,0
29,376,49,3,183,0,0,0
28,-55,361,2,10000,1,0,0
55,0,398,2,10000,0,0,0
27,21,336,1,356,1,0,0
43,3003,358,3,10000,0,0,0
29,92,101,1,92,0,1,0
52,511,98,4,10000,0,0,0
33,6904,114,2,10000,0,0,0
27,795,101,3,10000,0,0,0
27,0,161,1,10000,0,0,0
31,166,392,6,10000,0,0,0
31,157,285,1,10000,1,0,0
45,0,64,2,10000,0,0,0
34,0,195,6,10000,0,0,0
48,174,290,2,10000,0,0,0
47,1536,41,1,301,1,0,0
49,1114,283,1,10000,0,0,0
55,816,113,3,10000,0,0,0
51,1202,99,1,10000,1,0,0
37,600,116,2,196,1,0,0
33,6,239,2,10000,0,0,0
33,2655,195,1,10000,1,0,0
29,499,338,1,10000,1,0,0
57,0,97,1,10000,0,0,0
60,197,1386,1,10000,0,0,0
51,289,97,5,10000,0,0,0
45,5336,99,2,10000,0,0,0
45,434,76,4,10000,0,0,0
39,691,517,1,255,1,0,0
25,-250,456,1,10000,1,0,0
47,3696,635,3,170,1,0,0
34,2595,126,1,336,1,0,0
40,1077,148,2,10000,1,0,0
48,501,12,5,10000,1,0,0
39,21,58,1,10000,1,0,0
38,797,62,4,10000,1,0,0
32,1659,120,6,10000,1,0,0
27,97,13,3,10000,1,0,0
47,2,661,4,190,1,0,0
40,384,200,3,327,0,0,0
41,63,36,3,10000,0,0,0
40,1327,76,2,10000,1,0,0
39,284,1426,2,318,1,0,0
45,3395,92,1,188,1,0,0
31,2038,148,1,10000,1,0,0
27,15,177,1,10000,0,0,0
56,1187,47,2,10000,1,0,0
39,3047,279,1,370,1,0,0
52,11650,48,1,10000,1,0,0
58,1387,174,5,10000,1,0,0
48,0,73,4,10000,0,0,0
33,1387,185,1,10000,0,0,0
38,446,373,4,10000,1,0,0
42,275,31,8,10000,0,0,0
36,1655,155,2,10000,1,0,0
35,196,318,1,10000,1,0,0
45,0,87,4,10000,0,0,0
51,1327,21,2,10000,0,0,0
43,0,152,3,10000,1,0,0
45,206,376,4,10000,0,0,0
30,523,136,3,101,0,1,0
40,0,61,4,10000,0,0,0
56,444,432,1,10000,1,0,0
48,1401,72,3,10000,1,0,0
32,205,197,3,10000,0,0,0
47,3957,58,3,334,1,0,0
30,9645,130,10,10000,0,0,0
37,620,93,3,10000,1,0,0
52,1541,243,1,10000,1,0,0
49,-37,191,2,10000,0,0,0
53,-601,509,2,10000,1,0,0
53,197,307,1,10000,1,0,0
34,-276,175,3,10000,1,0,0
40,824,359,1,10000,1,0,0
39,636,15,1,10000,1,0,0
33,19,56,1,271,1,0,0
41,641,161,1,10000,1,0,0
31,2983,153,1,10000,1,0,0
45,0,173,1,192,1,0,0
23,252,56,1,10000,1,0,0
51,119,112,2,10000,0,0,0
34,171,191,1,294,1,0,0
36,0,145,2,10000,1,0,0
42,-249,149,3,10000,1,0,0
33,455,122,10,10000,1,0,0
46,10,122,7,10000,1,0,0
37,529,234,1,149,1,0,0
33,1859,1169,4,10000,1,0,0
30,613,180,2,302,1,0,0
53,751,343,4,10000,1,0,0
46,0,38,6,10000,0,0,0
35,1471,236,3,10000,1,0,0
36,7503,25,1,10000,1,0,0
46,68,87,3,10000,1,0,0
31,530,251,2,10000,0,0,0
52,1319,113,1,10000,1,0,0
48,479,533,3,10000,1,0,0
45,360,98,2,10000,0,0,0
36,2163,317,1,10000,0,0,0
53,136,267,2,10000,1,0,0
35,-196,216,2,10000,1,0,0
44,4087,457,5,10000,1,0,0
38,1354,50,2,10000,1,0,0
44,2,46,2,10000,0,0,0
51,2337,133,2,41,1,1,0
32,514,138,1,168,1,0,0
59,6212,574,2,10000,1,0,0
31,424,224,2,10000,0,0,0
52,499,115,4,10000,0,0,0
26,8,262,2,10000,1,0,0
40,1305,255,1,10000,0,0,0
35,300,338,4,10000,1,0,0
54,976,137,3,10000,1,0,0
36,2700,99,3,10000,0,0,0
45,-497,260,1,10000,1,0,0
29,2424,93,1,10000,0,0,0
49,-2049,169,3,10000,1,0,0
52,2081,150,1,10000,1,0,0
52,189,90,2,10000,0,0,0
47,0,127,2,233,0,0,0
33,327,109,1,10000,1,0,0
30,426,127,4,111,1,0,0
52,1291,559,1,169,1,0,0
54,3473,306,2,10000,1,0,0
59,434,63,3,10000,1,0,0
35,105,36,1,365,1,0,0
29,975,265,2,10000,1,0,0
33,-479,235,1,10000,0,0,0
32,62,120,1,10000,1,0,0
50,0,199,4,10000,0,0,0
54,0,96,1,10000,0,0,0
49,1202,122,1,10000,1,0,0
39,2854,64,1,10000,1,0,0
34,9,439,2,10000,0,0,0
31,203,177,1,10000,0,0,0
46,0,249,5,10000,1,0,0
59,2467,972,2,10000,0,0,0
32,3850,63,4,10000,1,0,0
39,47,143,2,371,1,0,0
54,1895,345,1,10000,1,0,0
33,522,559,4,10000,0,0,0
59,-918,253,2,10000,1,0,0
28,-193,580,7,10000,0,0,0
48,48,144,1,10000,1,0,0
39,0,301,1,10000,1,0,0
41,201,53,8,10000,0,0,0
33,598,189,1,10000,1,0,0
37,1506,101,3,80,0,1,0
30,26,62,1,323,1,0,0
36,1582,26,2,197,0,0,0
53,559,16,5,10000,0,0,0
26,0,157,2,10000,1,0,0
59,-411,225,1,10000,0,0,0
44,36,712,1,10000,1,0,0
55,512,70,1,10000,0,0,0
26,786,103,5,10000,1,0,0
41,3658,268,1,330,1,0,0
28,-227,298,2,10000,1,0,0
40,423,134,24,10000,1,0,0
47,947,124,2,10000,0,0,0
39,324,340,2,312,1,0,0
38,0,254,1,10000,1,0,0
37,1694,404,2,251,1,0,0
36,2894,747,1,10000,1,0,0
53,2693,140,1,10000,0,0,0
47,644,54,3,160,0,0,0
28,185,651,2,10000,0,0,0
32,1583,57,1,10000,1,0,0
25,2399,193,2,10000,1,0,0
